Disability,Region,Population,age/ave_affected,age affection
Cognitive Disability,Region VIII (Eastern Visayas),503495,Age: 35–54,403.0
Communication Disability,Region VIII (Eastern Visayas),503495,Age: 35–54,116.0
Hearing Disability,Region VIII (Eastern Visayas),503495,Age: 35–54,488.0
Mobility Disability,Region VIII (Eastern Visayas),503495,Age: 35–54,560.0
Self-Care Disability,Region VIII (Eastern Visayas),503495,Age: 35–54,61.0
Visual Disability,Region VIII (Eastern Visayas),503495,Age: 35–54,2661.0
Cognitive Disability,Region VIII (Eastern Visayas),2124269,Age: 35–54,364.0
Communication Disability,Region VIII (Eastern Visayas),2124269,Age: 35–54,108.0
Hearing Disability,Region VIII (Eastern Visayas),2124269,Age: 35–54,296.0
Mobility Disability,Region VIII (Eastern Visayas),2124269,Age: 35–54,323.0
Self-Care Disability,Region VIII (Eastern Visayas),2124269,Age: 35–54,70.0
Visual Disability,Region VIII (Eastern Visayas),2124269,Age: 35–54,2074.0
Cognitive Disability,Region VIII (Eastern Visayas),668766,Age: 35–54,520.0
Communication Disability,Region VIII (Eastern Visayas),668766,Age: 35–54,112.0
Hearing Disability,Region VIII (Eastern Visayas),668766,Age: 35–54,530.0
Mobility Disability,Region VIII (Eastern Visayas),668766,Age: 35–54,505.0
Self-Care Disability,Region VIII (Eastern Visayas),668766,Age: 35–54,89.0
Visual Disability,Region VIII (Eastern Visayas),668766,Age: 35–54,3216.0
Cognitive Disability,Region VIII (Eastern Visayas),822095,Age: 35–54,189.0
Communication Disability,Region VIII (Eastern Visayas),822095,Age: 35–54,87.0
Hearing Disability,Region VIII (Eastern Visayas),822095,Age: 35–54,235.0
Mobility Disability,Region VIII (Eastern Visayas),822095,Age: 35–54,280.0
Self-Care Disability,Region VIII (Eastern Visayas),822095,Age: 35–54,52.0
Visual Disability,Region VIII (Eastern Visayas),822095,Age: 35–54,1736.0
Cognitive Disability,Region VIII (Eastern Visayas),444355,Age: 35–54,570.0
Communication Disability,Region VIII (Eastern Visayas),444355,Age: 35–54,145.0
Hearing Disability,Region VIII (Eastern Visayas),444355,Age: 35–54,330.0
Mobility Disability,Region VIII (Eastern Visayas),444355,Age: 35–54,312.0
Self-Care Disability,Region VIII (Eastern Visayas),444355,Age: 35–54,103.0
Visual Disability,Region VIII (Eastern Visayas),444355,Age: 35–54,2121.0
Cognitive Disability,Region X (Northern Mindanao),1510189,Age: 35–54,441.0
Communication Disability,Region X (Northern Mindanao),1510189,Age: 35–54,142.0
Hearing Disability,Region X (Northern Mindanao),1510189,Age: 35–54,273.0
Mobility Disability,Region X (Northern Mindanao),1510189,Age: 35–54,288.0
Self-Care Disability,Region X (Northern Mindanao),1510189,Age: 35–54,116.0
Visual Disability,Region X (Northern Mindanao),1510189,Age: 35–54,1610.0
Cognitive Disability,Region X (Northern Mindanao),92431,Age: 35–54,596.0
Communication Disability,Region X (Northern Mindanao),92431,Age: 35–54,161.0
Hearing Disability,Region X (Northern Mindanao),92431,Age: 35–54,333.0
Mobility Disability,Region X (Northern Mindanao),92431,Age: 35–54,342.0
Self-Care Disability,Region X (Northern Mindanao),92431,Age: 35–54,101.0
Visual Disability,Region X (Northern Mindanao),92431,Age: 35–54,1787.0
Cognitive Disability,Region X (Northern Mindanao),1095270,Age: 35–54,237.0
Communication Disability,Region X (Northern Mindanao),1095270,Age: 35–54,84.0
Hearing Disability,Region X (Northern Mindanao),1095270,Age: 35–54,187.0
Mobility Disability,Region X (Northern Mindanao),1095270,Age: 35–54,186.0
Self-Care Disability,Region X (Northern Mindanao),1095270,Age: 35–54,62.0
Visual Disability,Region X (Northern Mindanao),1095270,Age: 35–54,1059.0
Cognitive Disability,Region X (Northern Mindanao),627158,Age: 35–54,347.0
Communication Disability,Region X (Northern Mindanao),627158,Age: 35–54,113.0
Hearing Disability,Region X (Northern Mindanao),627158,Age: 35–54,282.0
Mobility Disability,Region X (Northern Mindanao),627158,Age: 35–54,289.0
Self-Care Disability,Region X (Northern Mindanao),627158,Age: 35–54,94.0
Visual Disability,Region X (Northern Mindanao),627158,Age: 35–54,1933.0
Cognitive Disability,Region X (Northern Mindanao),1692002,Age: 35–54,273.0
Communication Disability,Region X (Northern Mindanao),1692002,Age: 35–54,97.0
Hearing Disability,Region X (Northern Mindanao),1692002,Age: 35–54,227.0
Mobility Disability,Region X (Northern Mindanao),1692002,Age: 35–54,241.0
Self-Care Disability,Region X (Northern Mindanao),1692002,Age: 35–54,74.0
Visual Disability,Region X (Northern Mindanao),1692002,Age: 35–54,1541.0
Cognitive Disability,Region XIII (Caraga),738775,Age: 35–54,331.0
Communication Disability,Region XIII (Caraga),738775,Age: 35–54,103.0
Hearing Disability,Region XIII (Caraga),738775,Age: 35–54,233.0
Mobility Disability,Region XIII (Caraga),738775,Age: 35–54,257.0
Self-Care Disability,Region XIII (Caraga),738775,Age: 35–54,77.0
Visual Disability,Region XIII (Caraga),738775,Age: 35–54,1513.0
Cognitive Disability,Region XIII (Caraga),734982,Age: 35–54,539.0
Communication Disability,Region XIII (Caraga),734982,Age: 35–54,110.0
Hearing Disability,Region XIII (Caraga),734982,Age: 35–54,331.0
Mobility Disability,Region XIII (Caraga),734982,Age: 35–54,313.0
Self-Care Disability,Region XIII (Caraga),734982,Age: 35–54,75.0
Visual Disability,Region XIII (Caraga),734982,Age: 35–54,1683.0
Cognitive Disability,Region XIII (Caraga),130671,Age: 35–54,418.0
Communication Disability,Region XIII (Caraga),130671,Age: 35–54,134.0
Hearing Disability,Region XIII (Caraga),130671,Age: 35–54,284.0
Mobility Disability,Region XIII (Caraga),130671,Age: 35–54,348.0
Self-Care Disability,Region XIII (Caraga),130671,Age: 35–54,96.0
Visual Disability,Region XIII (Caraga),130671,Age: 35–54,1569.0
Cognitive Disability,Region XIII (Caraga),528148,Age: 35–54,486.0
Communication Disability,Region XIII (Caraga),528148,Age: 35–54,111.0
Hearing Disability,Region XIII (Caraga),528148,Age: 35–54,306.0
Mobility Disability,Region XIII (Caraga),528148,Age: 35–54,319.0
Self-Care Disability,Region XIII (Caraga),528148,Age: 35–54,77.0
Visual Disability,Region XIII (Caraga),528148,Age: 35–54,2014.0
Cognitive Disability,Region XIII (Caraga),620531,Age: 35–54,538.0
Communication Disability,Region XIII (Caraga),620531,Age: 35–54,124.0
Hearing Disability,Region XIII (Caraga),620531,Age: 35–54,319.0
Mobility Disability,Region XIII (Caraga),620531,Age: 35–54,333.0
Self-Care Disability,Region XIII (Caraga),620531,Age: 35–54,80.0
Visual Disability,Region XIII (Caraga),620531,Age: 35–54,2386.0
Cognitive Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),386697,Age: 55-80+,317.0
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),386697,Age: 55-80+,191.0
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),386697,Age: 55-80+,611.0
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),386697,Age: 55-80+,578.0
Self-Care Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),386697,Age: 55-80+,218.0
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),386697,Age: 55-80+,1145.0
Cognitive Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1146287,Age: 55-80+,1420.0
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1146287,Age: 55-80+,658.0
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1146287,Age: 55-80+,1857.0
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1146287,Age: 55-80+,1757.0
Self-Care Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1146287,Age: 55-80+,916.0
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1146287,Age: 55-80+,3175.0
Cognitive Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1323051,Age: 55-80+,511.0
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1323051,Age: 55-80+,304.0
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1323051,Age: 55-80+,757.0
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1323051,Age: 55-80+,770.0
Self-Care Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1323051,Age: 55-80+,397.0
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),1323051,Age: 55-80+,1322.0
Cognitive Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),913590,Age: 55-80+,175.0
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),913590,Age: 55-80+,118.0
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),913590,Age: 55-80+,284.0
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),913590,Age: 55-80+,286.0
Self-Care Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),913590,Age: 55-80+,134.0
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),913590,Age: 55-80+,384.0
Cognitive Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),413690,Age: 55-80+,439.0
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),413690,Age: 55-80+,193.0
Hearing Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),413690,Age: 55-80+,746.0
Mobility Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),413690,Age: 55-80+,652.0
Self-Care Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),413690,Age: 55-80+,245.0
Visual Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),413690,Age: 55-80+,1013.0
Cognitive Disability,Cordillera Administrative Region (CAR),247402,Age: 55-80+,1953.0
Communication Disability,Cordillera Administrative Region (CAR),247402,Age: 55-80+,465.0
Hearing Disability,Cordillera Administrative Region (CAR),247402,Age: 55-80+,2719.0
Mobility Disability,Cordillera Administrative Region (CAR),247402,Age: 55-80+,2663.0
Self-Care Disability,Cordillera Administrative Region (CAR),247402,Age: 55-80+,716.0
Visual Disability,Cordillera Administrative Region (CAR),247402,Age: 55-80+,5762.0
Cognitive Disability,Cordillera Administrative Region (CAR),123899,Age: 55-80+,2233.0
Communication Disability,Cordillera Administrative Region (CAR),123899,Age: 55-80+,486.0
Hearing Disability,Cordillera Administrative Region (CAR),123899,Age: 55-80+,2251.0
Mobility Disability,Cordillera Administrative Region (CAR),123899,Age: 55-80+,1831.0
Self-Care Disability,Cordillera Administrative Region (CAR),123899,Age: 55-80+,564.0
Visual Disability,Cordillera Administrative Region (CAR),123899,Age: 55-80+,4079.0
Cognitive Disability,Cordillera Administrative Region (CAR),848552,Age: 55-80+,948.0
Communication Disability,Cordillera Administrative Region (CAR),848552,Age: 55-80+,269.0
Hearing Disability,Cordillera Administrative Region (CAR),848552,Age: 55-80+,1540.0
Mobility Disability,Cordillera Administrative Region (CAR),848552,Age: 55-80+,1788.0
Self-Care Disability,Cordillera Administrative Region (CAR),848552,Age: 55-80+,430.0
Visual Disability,Cordillera Administrative Region (CAR),848552,Age: 55-80+,3111.0
Cognitive Disability,Cordillera Administrative Region (CAR),210669,Age: 55-80+,1026.0
Communication Disability,Cordillera Administrative Region (CAR),210669,Age: 55-80+,302.0
Hearing Disability,Cordillera Administrative Region (CAR),210669,Age: 55-80+,1535.0
Mobility Disability,Cordillera Administrative Region (CAR),210669,Age: 55-80+,1738.0
Self-Care Disability,Cordillera Administrative Region (CAR),210669,Age: 55-80+,440.0
Visual Disability,Cordillera Administrative Region (CAR),210669,Age: 55-80+,2554.0
Cognitive Disability,Cordillera Administrative Region (CAR),220230,Age: 55-80+,1382.0
Communication Disability,Cordillera Administrative Region (CAR),220230,Age: 55-80+,345.0
Hearing Disability,Cordillera Administrative Region (CAR),220230,Age: 55-80+,1837.0
Mobility Disability,Cordillera Administrative Region (CAR),220230,Age: 55-80+,1748.0
Self-Care Disability,Cordillera Administrative Region (CAR),220230,Age: 55-80+,479.0
Visual Disability,Cordillera Administrative Region (CAR),220230,Age: 55-80+,2919.0
Cognitive Disability,Cordillera Administrative Region (CAR),156987,Age: 55-80+,1152.0
Communication Disability,Cordillera Administrative Region (CAR),156987,Age: 55-80+,304.0
Hearing Disability,Cordillera Administrative Region (CAR),156987,Age: 55-80+,1849.0
Mobility Disability,Cordillera Administrative Region (CAR),156987,Age: 55-80+,2211.0
Self-Care Disability,Cordillera Administrative Region (CAR),156987,Age: 55-80+,529.0
Visual Disability,Cordillera Administrative Region (CAR),156987,Age: 55-80+,2371.0
Cognitive Disability,MIMAROPA Region,241036,Age: 55-80+,1788.0
Communication Disability,MIMAROPA Region,241036,Age: 55-80+,520.0
Hearing Disability,MIMAROPA Region,241036,Age: 55-80+,2204.0
Mobility Disability,MIMAROPA Region,241036,Age: 55-80+,2718.0
Self-Care Disability,MIMAROPA Region,241036,Age: 55-80+,671.0
Visual Disability,MIMAROPA Region,241036,Age: 55-80+,6159.0
Cognitive Disability,MIMAROPA Region,515134,Age: 55-80+,994.0
Communication Disability,MIMAROPA Region,515134,Age: 55-80+,270.0
Hearing Disability,MIMAROPA Region,515134,Age: 55-80+,1575.0
Mobility Disability,MIMAROPA Region,515134,Age: 55-80+,1546.0
Self-Care Disability,MIMAROPA Region,515134,Age: 55-80+,381.0
Visual Disability,MIMAROPA Region,515134,Age: 55-80+,4419.0
Cognitive Disability,MIMAROPA Region,901270,Age: 55-80+,1232.0
Communication Disability,MIMAROPA Region,901270,Age: 55-80+,319.0
Hearing Disability,MIMAROPA Region,901270,Age: 55-80+,1473.0
Mobility Disability,MIMAROPA Region,901270,Age: 55-80+,1798.0
Self-Care Disability,MIMAROPA Region,901270,Age: 55-80+,414.0
Visual Disability,MIMAROPA Region,901270,Age: 55-80+,4784.0
Cognitive Disability,MIMAROPA Region,1216009,Age: 55-80+,1134.0
Communication Disability,MIMAROPA Region,1216009,Age: 55-80+,295.0
Hearing Disability,MIMAROPA Region,1216009,Age: 55-80+,1658.0
Mobility Disability,MIMAROPA Region,1216009,Age: 55-80+,1550.0
Self-Care Disability,MIMAROPA Region,1216009,Age: 55-80+,385.0
Visual Disability,MIMAROPA Region,1216009,Age: 55-80+,4558.0
Cognitive Disability,MIMAROPA Region,301407,Age: 55-80+,2178.0
Communication Disability,MIMAROPA Region,301407,Age: 55-80+,475.0
Hearing Disability,MIMAROPA Region,301407,Age: 55-80+,2390.0
Mobility Disability,MIMAROPA Region,301407,Age: 55-80+,2850.0
Self-Care Disability,MIMAROPA Region,301407,Age: 55-80+,692.0
Visual Disability,MIMAROPA Region,301407,Age: 55-80+,7065.0
Cognitive Disability,National Capital Region (NCR),1886920,Age: 55-80+,655.0
Communication Disability,National Capital Region (NCR),1886920,Age: 55-80+,258.0
Hearing Disability,National Capital Region (NCR),1886920,Age: 55-80+,1142.0
Mobility Disability,National Capital Region (NCR),1886920,Age: 55-80+,1454.0
Self-Care Disability,National Capital Region (NCR),1886920,Age: 55-80+,359.0
Visual Disability,National Capital Region (NCR),1886920,Age: 55-80+,3865.0
Cognitive Disability,National Capital Region (NCR),4015981,Age: 55-80+,379.0
Communication Disability,National Capital Region (NCR),4015981,Age: 55-80+,183.0
Hearing Disability,National Capital Region (NCR),4015981,Age: 55-80+,685.0
Mobility Disability,National Capital Region (NCR),4015981,Age: 55-80+,815.0
Self-Care Disability,National Capital Region (NCR),4015981,Age: 55-80+,255.0
Visual Disability,National Capital Region (NCR),4015981,Age: 55-80+,2520.0
Cognitive Disability,National Capital Region (NCR),4960933,Age: 55-80+,375.0
Communication Disability,National Capital Region (NCR),4960933,Age: 55-80+,174.0
Hearing Disability,National Capital Region (NCR),4960933,Age: 55-80+,646.0
Mobility Disability,National Capital Region (NCR),4960933,Age: 55-80+,822.0
Self-Care Disability,National Capital Region (NCR),4960933,Age: 55-80+,257.0
Visual Disability,National Capital Region (NCR),4960933,Age: 55-80+,2348.0
Cognitive Disability,National Capital Region (NCR),2940822,Age: 55-80+,327.0
Communication Disability,National Capital Region (NCR),2940822,Age: 55-80+,156.0
Hearing Disability,National Capital Region (NCR),2940822,Age: 55-80+,746.0
Mobility Disability,National Capital Region (NCR),2940822,Age: 55-80+,809.0
Self-Care Disability,National Capital Region (NCR),2940822,Age: 55-80+,214.0
Visual Disability,National Capital Region (NCR),2940822,Age: 55-80+,3148.0
Cognitive Disability,REGION XI (DAVAO REGION),774102,Age: 55-80+,1503.0
Communication Disability,REGION XI (DAVAO REGION),774102,Age: 55-80+,288.0
Hearing Disability,REGION XI (DAVAO REGION),774102,Age: 55-80+,1485.0
Mobility Disability,REGION XI (DAVAO REGION),774102,Age: 55-80+,1515.0
Self-Care Disability,REGION XI (DAVAO REGION),774102,Age: 55-80+,391.0
Visual Disability,REGION XI (DAVAO REGION),774102,Age: 55-80+,4165.0
Cognitive Disability,REGION XI (DAVAO REGION),1056457,Age: 55-80+,898.0
Communication Disability,REGION XI (DAVAO REGION),1056457,Age: 55-80+,263.0
Hearing Disability,REGION XI (DAVAO REGION),1056457,Age: 55-80+,1280.0
Mobility Disability,REGION XI (DAVAO REGION),1056457,Age: 55-80+,1259.0
Self-Care Disability,REGION XI (DAVAO REGION),1056457,Age: 55-80+,383.0
Visual Disability,REGION XI (DAVAO REGION),1056457,Age: 55-80+,3790.0
Cognitive Disability,REGION XI (DAVAO REGION),2520852,Age: 55-80+,635.0
Communication Disability,REGION XI (DAVAO REGION),2520852,Age: 55-80+,227.0
Hearing Disability,REGION XI (DAVAO REGION),2520852,Age: 55-80+,902.0
Mobility Disability,REGION XI (DAVAO REGION),2520852,Age: 55-80+,946.0
Self-Care Disability,REGION XI (DAVAO REGION),2520852,Age: 55-80+,315.0
Visual Disability,REGION XI (DAVAO REGION),2520852,Age: 55-80+,2875.0
Cognitive Disability,REGION XI (DAVAO REGION),338925,Age: 55-80+,1135.0
Communication Disability,REGION XI (DAVAO REGION),338925,Age: 55-80+,294.0
Hearing Disability,REGION XI (DAVAO REGION),338925,Age: 55-80+,1065.0
Mobility Disability,REGION XI (DAVAO REGION),338925,Age: 55-80+,1030.0
Self-Care Disability,REGION XI (DAVAO REGION),338925,Age: 55-80+,363.0
Visual Disability,REGION XI (DAVAO REGION),338925,Age: 55-80+,2687.0
Cognitive Disability,REGION XI (DAVAO REGION),600531,Age: 55-80+,1010.0
Communication Disability,REGION XI (DAVAO REGION),600531,Age: 55-80+,305.0
Hearing Disability,REGION XI (DAVAO REGION),600531,Age: 55-80+,1288.0
Mobility Disability,REGION XI (DAVAO REGION),600531,Age: 55-80+,1319.0
Self-Care Disability,REGION XI (DAVAO REGION),600531,Age: 55-80+,404.0
Visual Disability,REGION XI (DAVAO REGION),600531,Age: 55-80+,3354.0
Cognitive Disability,REGION XII (SOCCSKSARGEN),1527149,Age: 55-80+,783.0
Communication Disability,REGION XII (SOCCSKSARGEN),1527149,Age: 55-80+,238.0
Hearing Disability,REGION XII (SOCCSKSARGEN),1527149,Age: 55-80+,1000.0
Mobility Disability,REGION XII (SOCCSKSARGEN),1527149,Age: 55-80+,996.0
Self-Care Disability,REGION XII (SOCCSKSARGEN),1527149,Age: 55-80+,323.0
Visual Disability,REGION XII (SOCCSKSARGEN),1527149,Age: 55-80+,2667.0
Cognitive Disability,REGION XII (SOCCSKSARGEN),583791,Age: 55-80+,6248.0
Communication Disability,REGION XII (SOCCSKSARGEN),583791,Age: 55-80+,1580.0
Hearing Disability,REGION XII (SOCCSKSARGEN),583791,Age: 55-80+,7560.0
Mobility Disability,REGION XII (SOCCSKSARGEN),583791,Age: 55-80+,7069.0
Self-Care Disability,REGION XII (SOCCSKSARGEN),583791,Age: 55-80+,2177.0
Visual Disability,REGION XII (SOCCSKSARGEN),583791,Age: 55-80+,18679.0
Cognitive Disability,REGION XII (SOCCSKSARGEN),1644256,Age: 55-80+,750.0
Communication Disability,REGION XII (SOCCSKSARGEN),1644256,Age: 55-80+,230.0
Hearing Disability,REGION XII (SOCCSKSARGEN),1644256,Age: 55-80+,922.0
Mobility Disability,REGION XII (SOCCSKSARGEN),1644256,Age: 55-80+,970.0
Self-Care Disability,REGION XII (SOCCSKSARGEN),1644256,Age: 55-80+,332.0
Visual Disability,REGION XII (SOCCSKSARGEN),1644256,Age: 55-80+,2818.0
Cognitive Disability,REGION XII (SOCCSKSARGEN),855241,Age: 55-80+,1056.0
Communication Disability,REGION XII (SOCCSKSARGEN),855241,Age: 55-80+,278.0
Hearing Disability,REGION XII (SOCCSKSARGEN),855241,Age: 55-80+,1128.0
Mobility Disability,REGION XII (SOCCSKSARGEN),855241,Age: 55-80+,1131.0
Self-Care Disability,REGION XII (SOCCSKSARGEN),855241,Age: 55-80+,395.0
Visual Disability,REGION XII (SOCCSKSARGEN),855241,Age: 55-80+,2701.0
Cognitive Disability,Region I (Ilocos Region),613421,Age: 55-80+,1030.0
Communication Disability,Region I (Ilocos Region),613421,Age: 55-80+,368.0
Hearing Disability,Region I (Ilocos Region),613421,Age: 55-80+,1737.0
Mobility Disability,Region I (Ilocos Region),613421,Age: 55-80+,1829.0
Self-Care Disability,Region I (Ilocos Region),613421,Age: 55-80+,558.0
Visual Disability,Region I (Ilocos Region),613421,Age: 55-80+,3585.0
Cognitive Disability,Region I (Ilocos Region),715810,Age: 55-80+,1278.0
Communication Disability,Region I (Ilocos Region),715810,Age: 55-80+,401.0
Hearing Disability,Region I (Ilocos Region),715810,Age: 55-80+,2418.0
Mobility Disability,Region I (Ilocos Region),715810,Age: 55-80+,2374.0
Self-Care Disability,Region I (Ilocos Region),715810,Age: 55-80+,632.0
Visual Disability,Region I (Ilocos Region),715810,Age: 55-80+,5627.0
Cognitive Disability,Region I (Ilocos Region),828194,Age: 55-80+,1025.0
Communication Disability,Region I (Ilocos Region),828194,Age: 55-80+,322.0
Hearing Disability,Region I (Ilocos Region),828194,Age: 55-80+,1856.0
Mobility Disability,Region I (Ilocos Region),828194,Age: 55-80+,1781.0
Self-Care Disability,Region I (Ilocos Region),828194,Age: 55-80+,488.0
Visual Disability,Region I (Ilocos Region),828194,Age: 55-80+,4495.0
Cognitive Disability,Region I (Ilocos Region),3113382,Age: 55-80+,889.0
Communication Disability,Region I (Ilocos Region),3113382,Age: 55-80+,318.0
Hearing Disability,Region I (Ilocos Region),3113382,Age: 55-80+,1691.0
Mobility Disability,Region I (Ilocos Region),3113382,Age: 55-80+,1630.0
Self-Care Disability,Region I (Ilocos Region),3113382,Age: 55-80+,465.0
Visual Disability,Region I (Ilocos Region),3113382,Age: 55-80+,4655.0
Cognitive Disability,Region II (Cagayan Valley),17874,Age: 55-80+,1024.0
Communication Disability,Region II (Cagayan Valley),17874,Age: 55-80+,319.0
Hearing Disability,Region II (Cagayan Valley),17874,Age: 55-80+,2154.0
Mobility Disability,Region II (Cagayan Valley),17874,Age: 55-80+,2345.0
Self-Care Disability,Region II (Cagayan Valley),17874,Age: 55-80+,465.0
Visual Disability,Region II (Cagayan Valley),17874,Age: 55-80+,3531.0
Cognitive Disability,Region II (Cagayan Valley),1273322,Age: 55-80+,1213.0
Communication Disability,Region II (Cagayan Valley),1273322,Age: 55-80+,356.0
Hearing Disability,Region II (Cagayan Valley),1273322,Age: 55-80+,2011.0
Mobility Disability,Region II (Cagayan Valley),1273322,Age: 55-80+,1809.0
Self-Care Disability,Region II (Cagayan Valley),1273322,Age: 55-80+,496.0
Visual Disability,Region II (Cagayan Valley),1273322,Age: 55-80+,4886.0
Cognitive Disability,Region II (Cagayan Valley),1685739,Age: 55-80+,1137.0
Communication Disability,Region II (Cagayan Valley),1685739,Age: 55-80+,316.0
Hearing Disability,Region II (Cagayan Valley),1685739,Age: 55-80+,1866.0
Mobility Disability,Region II (Cagayan Valley),1685739,Age: 55-80+,1782.0
Self-Care Disability,Region II (Cagayan Valley),1685739,Age: 55-80+,401.0
Visual Disability,Region II (Cagayan Valley),1685739,Age: 55-80+,5207.0
Cognitive Disability,Region II (Cagayan Valley),482894,Age: 55-80+,1224.0
Communication Disability,Region II (Cagayan Valley),482894,Age: 55-80+,355.0
Hearing Disability,Region II (Cagayan Valley),482894,Age: 55-80+,2012.0
Mobility Disability,Region II (Cagayan Valley),482894,Age: 55-80+,2099.0
Self-Care Disability,Region II (Cagayan Valley),482894,Age: 55-80+,516.0
Visual Disability,Region II (Cagayan Valley),482894,Age: 55-80+,4703.0
Cognitive Disability,Region II (Cagayan Valley),197917,Age: 55-80+,1024.0
Communication Disability,Region II (Cagayan Valley),197917,Age: 55-80+,259.0
Hearing Disability,Region II (Cagayan Valley),197917,Age: 55-80+,1652.0
Mobility Disability,Region II (Cagayan Valley),197917,Age: 55-80+,1648.0
Self-Care Disability,Region II (Cagayan Valley),197917,Age: 55-80+,357.0
Visual Disability,Region II (Cagayan Valley),197917,Age: 55-80+,3274.0
Cognitive Disability,Region III (Central Luzon),227530,Age: 55-80+,745.0
Communication Disability,Region III (Central Luzon),227530,Age: 55-80+,254.0
Hearing Disability,Region III (Central Luzon),227530,Age: 55-80+,1210.0
Mobility Disability,Region III (Central Luzon),227530,Age: 55-80+,1246.0
Self-Care Disability,Region III (Central Luzon),227530,Age: 55-80+,358.0
Visual Disability,Region III (Central Luzon),227530,Age: 55-80+,2758.0
Cognitive Disability,Region III (Central Luzon),836076,Age: 55-80+,605.0
Communication Disability,Region III (Central Luzon),836076,Age: 55-80+,202.0
Hearing Disability,Region III (Central Luzon),836076,Age: 55-80+,1090.0
Mobility Disability,Region III (Central Luzon),836076,Age: 55-80+,1340.0
Self-Care Disability,Region III (Central Luzon),836076,Age: 55-80+,309.0
Visual Disability,Region III (Central Luzon),836076,Age: 55-80+,4087.0
Cognitive Disability,Region III (Central Luzon),3646679,Age: 55-80+,556.0
Communication Disability,Region III (Central Luzon),3646679,Age: 55-80+,225.0
Hearing Disability,Region III (Central Luzon),3646679,Age: 55-80+,1063.0
Mobility Disability,Region III (Central Luzon),3646679,Age: 55-80+,1257.0
Self-Care Disability,Region III (Central Luzon),3646679,Age: 55-80+,316.0
Visual Disability,Region III (Central Luzon),3646679,Age: 55-80+,4055.0
Cognitive Disability,Region III (Central Luzon),2355414,Age: 55-80+,694.0
Communication Disability,Region III (Central Luzon),2355414,Age: 55-80+,288.0
Hearing Disability,Region III (Central Luzon),2355414,Age: 55-80+,1485.0
Mobility Disability,Region III (Central Luzon),2355414,Age: 55-80+,1546.0
Self-Care Disability,Region III (Central Luzon),2355414,Age: 55-80+,400.0
Visual Disability,Region III (Central Luzon),2355414,Age: 55-80+,5076.0
Cognitive Disability,Region III (Central Luzon),2893624,Age: 55-80+,381.0
Communication Disability,Region III (Central Luzon),2893624,Age: 55-80+,178.0
Hearing Disability,Region III (Central Luzon),2893624,Age: 55-80+,685.0
Mobility Disability,Region III (Central Luzon),2893624,Age: 55-80+,861.0
Self-Care Disability,Region III (Central Luzon),2893624,Age: 55-80+,250.0
Visual Disability,Region III (Central Luzon),2893624,Age: 55-80+,2403.0
Cognitive Disability,Region III (Central Luzon),1460137,Age: 55-80+,603.0
