Disability,Region,Status,RegCode_Old,Province,ProvCode_Old,Household Population 5 Years Old and Over with Functional Difficulty,Population,Person affected by disability per 100k,scale affected
Cognitive Disability,Region VI (Western Visayas),Severe,PH060000000,ANTIQUE,PH060600000,606,612454,99.0,1.99563519459755
Cognitive Disability,Region VI (Western Visayas),Severe,PH060000000,CAPIZ,PH061900000,624,803083,78.0,1.8920946026904804
Cognitive Disability,Region VI (Western Visayas),Severe,PH060000000,GUIMARAS,PH067900000,149,185174,81.0,1.9084850188786497
Cognitive Disability,Region VI (Western Visayas),Severe,PH060000000,ILOILO,PH063000000,2206,2524211,88.0,1.9444826721501687
Cognitive Disability,Region VI (Western Visayas),Severe,PH060000000,NEGROS OCCIDENTAL,PH064500000,1780,3174389,57.0,1.7558748556724915
Cognitive Disability,Region VII (Central Visayas),Mild,PH070000000,BOHOL,PH071200000,28369,1365107,2079.0,3.317854489331469
Cognitive Disability,Region VII (Central Visayas),Mild,PH070000000,CEBU,PH072200000,52135,5085207,1026.0,3.0111473607757975
Cognitive Disability,Region VII (Central Visayas),Mild,PH070000000,NEGROS ORIENTAL,PH074600000,22844,1406274,1625.0,3.210853365314893
Cognitive Disability,Region VII (Central Visayas),Mild,PH070000000,SIQUIJOR,PH076100000,1731,100457,1724.0,3.236537261488694
Cognitive Disability,Region VII (Central Visayas),Moderate,PH070000000,BOHOL,PH071200000,3986,1365107,292.0,2.4653828514484184
Cognitive Disability,Region VII (Central Visayas),Moderate,PH070000000,CEBU,PH072200000,8237,5085207,162.0,2.2095150145426308
Cognitive Disability,Region VII (Central Visayas),Moderate,PH070000000,NEGROS ORIENTAL,PH074600000,3481,1406274,248.0,2.3944516808262164
Cognitive Disability,Region VII (Central Visayas),Moderate,PH070000000,SIQUIJOR,PH076100000,282,100457,281.0,2.44870631990508
Cognitive Disability,Region VII (Central Visayas),Severe,PH070000000,BOHOL,PH071200000,1266,1365107,93.0,1.968482948553935
Cognitive Disability,Region VII (Central Visayas),Severe,PH070000000,CEBU,PH072200000,3061,5085207,61.0,1.7853298350107671
Cognitive Disability,Region VII (Central Visayas),Severe,PH070000000,NEGROS ORIENTAL,PH074600000,1161,1406274,83.0,1.919078092376074
Cognitive Disability,Region VII (Central Visayas),Severe,PH070000000,SIQUIJOR,PH076100000,130,100457,130.0,2.113943352306837
Cognitive Disability,Region VIII (Eastern Visayas),Mild,PH080000000,BILIRAN,PH087800000,2811,179362,1568.0,3.1953460583484197
Cognitive Disability,Region VIII (Eastern Visayas),Mild,PH080000000,EASTERN SAMAR,PH082600000,8597,503495,1708.0,3.232487866352986
Cognitive Disability,Region VIII (Eastern Visayas),Mild,PH080000000,LEYTE,PH083700000,31994,2124269,1507.0,3.1781132523146316
Cognitive Disability,Region VIII (Eastern Visayas),Mild,PH080000000,NORTHERN SAMAR,PH084800000,12277,668766,1836.0,3.2638726768652235
Cognitive Disability,Region VIII (Eastern Visayas),Mild,PH080000000,SAMAR (WESTERN SAMAR),PH086000000,7341,822095,893.0,2.9508514588885464
Cognitive Disability,Region VIII (Eastern Visayas),Mild,PH080000000,SOUTHERN LEYTE,PH086400000,10382,444355,2337.0,3.368658712392227
Cognitive Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,BILIRAN,PH087800000,368,179362,206.0,2.3138672203691533
Cognitive Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,EASTERN SAMAR,PH082600000,1117,503495,222.0,2.346352974450639
Cognitive Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,LEYTE,PH083700000,3950,2124269,186.0,2.2695129442179165
Cognitive Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,NORTHERN SAMAR,PH084800000,1431,668766,214.0,2.330413773349191
Cognitive Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,SAMAR (WESTERN SAMAR),PH086000000,1010,822095,123.0,2.089905111439398
Cognitive Disability,Region VIII (Eastern Visayas),Moderate,PH080000000,SOUTHERN LEYTE,PH086400000,1234,444355,278.0,2.444044795918076
Cognitive Disability,Region VIII (Eastern Visayas),Severe,PH080000000,BILIRAN,PH087800000,127,179362,71.0,1.8512583487190752
Cognitive Disability,Region VIII (Eastern Visayas),Severe,PH080000000,EASTERN SAMAR,PH082600000,332,503495,66.0,1.8195439355418688
Cognitive Disability,Region VIII (Eastern Visayas),Severe,PH080000000,LEYTE,PH083700000,1292,2124269,61.0,1.7853298350107671
Cognitive Disability,Region VIII (Eastern Visayas),Severe,PH080000000,NORTHERN SAMAR,PH084800000,402,668766,61.0,1.7853298350107671
Cognitive Disability,Region VIII (Eastern Visayas),Severe,PH080000000,SAMAR (WESTERN SAMAR),PH086000000,281,822095,35.0,1.5440680443502757
Cognitive Disability,Region VIII (Eastern Visayas),Severe,PH080000000,SOUTHERN LEYTE,PH086400000,398,444355,90.0,1.954242509439325
Cognitive Disability,Region X (Northern Mindanao),Mild,PH100000000,BUKIDNON,PH101300000,21957,1510189,1454.0,3.162564406523019
Cognitive Disability,Region X (Northern Mindanao),Mild,PH100000000,CAMIGUIN,PH101800000,1966,92431,2127.0,3.327767489902729
Cognitive Disability,Region X (Northern Mindanao),Mild,PH100000000,LANAO DEL NORTE,PH103500000,9614,1095270,878.0,2.9434945159061026
Cognitive Disability,Region X (Northern Mindanao),Mild,PH100000000,MISAMIS OCCIDENTAL,PH104200000,9468,627158,1510.0,3.1789769472931693
Cognitive Disability,Region X (Northern Mindanao),Mild,PH100000000,MISAMIS ORIENTAL,PH104300000,17427,1692002,1030.0,3.012837224705172
Cognitive Disability,Region X (Northern Mindanao),Moderate,PH100000000,BUKIDNON,PH101300000,2669,1510189,177.0,2.247973266361807
Cognitive Disability,Region X (Northern Mindanao),Moderate,PH100000000,CAMIGUIN,PH101800000,235,92431,255.0,2.406540180433955
Cognitive Disability,Region X (Northern Mindanao),Moderate,PH100000000,LANAO DEL NORTE,PH103500000,1269,1095270,116.0,2.0644579892269186
Cognitive Disability,Region X (Northern Mindanao),Moderate,PH100000000,MISAMIS OCCIDENTAL,PH104200000,1439,627158,230.0,2.361727836017593
Cognitive Disability,Region X (Northern Mindanao),Moderate,PH100000000,MISAMIS ORIENTAL,PH104300000,2584,1692002,153.0,2.184691430817599
Cognitive Disability,Region X (Northern Mindanao),Severe,PH100000000,BUKIDNON,PH101300000,952,1510189,64.0,1.806179973983887
Cognitive Disability,Region X (Northern Mindanao),Severe,PH100000000,CAMIGUIN,PH101800000,89,92431,97.0,1.9867717342662448
Cognitive Disability,Region X (Northern Mindanao),Severe,PH100000000,LANAO DEL NORTE,PH103500000,475,1095270,44.0,1.6434526764861874
Cognitive Disability,Region X (Northern Mindanao),Severe,PH100000000,MISAMIS OCCIDENTAL,PH104200000,509,627158,82.0,1.9138138523837167
Cognitive Disability,Region X (Northern Mindanao),Severe,PH100000000,MISAMIS ORIENTAL,PH104300000,988,1692002,59.0,1.7708520116421442
Cognitive Disability,Region XIII (Caraga),Mild,PH160000000,AGUSAN DEL NORTE,PH160200000,9019,738775,1221.0,3.0867156639448825
Cognitive Disability,Region XIII (Caraga),Mild,PH160000000,AGUSAN DEL SUR,PH160300000,12620,734982,1718.0,3.2350231594952237
Cognitive Disability,Region XIII (Caraga),Mild,PH160000000,DINAGAT ISLANDS,PH168500000,2214,130671,1695.0,3.229169702539101
Cognitive Disability,Region XIII (Caraga),Mild,PH160000000,SURIGAO DEL NORTE,PH166700000,9482,528148,1796.0,3.2543063323312857
Cognitive Disability,Region XIII (Caraga),Mild,PH160000000,SURIGAO DEL SUR,PH166800000,11938,620531,1924.0,3.284205067701794
Cognitive Disability,Region XIII (Caraga),Moderate,PH160000000,AGUSAN DEL NORTE,PH160200000,1221,738775,166.0,2.220108088040055
Cognitive Disability,Region XIII (Caraga),Moderate,PH160000000,AGUSAN DEL SUR,PH160300000,1438,734982,196.0,2.292256071356476
Cognitive Disability,Region XIII (Caraga),Moderate,PH160000000,DINAGAT ISLANDS,PH168500000,259,130671,199.0,2.298853076409707
Cognitive Disability,Region XIII (Caraga),Moderate,PH160000000,SURIGAO DEL NORTE,PH166700000,1050,528148,199.0,2.298853076409707
Cognitive Disability,Region XIII (Caraga),Moderate,PH160000000,SURIGAO DEL SUR,PH166800000,1487,620531,240.0,2.380211241711606
Cognitive Disability,Region XIII (Caraga),Severe,PH160000000,AGUSAN DEL NORTE,PH160200000,430,738775,59.0,1.7708520116421442
Cognitive Disability,Region XIII (Caraga),Severe,PH160000000,AGUSAN DEL SUR,PH160300000,481,734982,66.0,1.8195439355418688
Cognitive Disability,Region XIII (Caraga),Severe,PH160000000,DINAGAT ISLANDS,PH168500000,66,130671,51.0,1.7075701760979363
Cognitive Disability,Region XIII (Caraga),Severe,PH160000000,SURIGAO DEL NORTE,PH166700000,305,528148,58.0,1.7634279935629373
Cognitive Disability,Region XIII (Caraga),Severe,PH160000000,SURIGAO DEL SUR,PH166800000,455,620531,74.0,1.8692317197309762
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,BASILAN,PH150700000,1116,386697,289.0,2.4608978427565478
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,LANAO DEL SUR,PH153600000,11719,1146287,1023.0,3.00987563371216
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,MAGUINDANAO,PH153800000,6226,1323051,471.0,2.673020907128896
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,SULU,PH156600000,1548,913590,170.0,2.230448921378274
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Mild,PH150000000,TAWI-TAWI,PH157000000,970,413690,235.0,2.3710678622717363
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,BASILAN,PH150700000,246,386697,64.0,1.806179973983887
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,LANAO DEL SUR,PH153600000,2236,1146287,196.0,2.292256071356476
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,MAGUINDANAO,PH153800000,1124,1323051,85.0,1.9294189257142926
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,SULU,PH156600000,381,913590,42.0,1.6232492903979006
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Moderate,PH150000000,TAWI-TAWI,PH157000000,251,413690,61.0,1.7853298350107671
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,BASILAN,PH150700000,225,386697,59.0,1.7708520116421442
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,LANAO DEL SUR,PH153600000,1525,1146287,134.0,2.1271047983648077
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,MAGUINDANAO,PH153800000,810,1323051,62.0,1.792391689498254
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,SULU,PH156600000,354,913590,39.0,1.591064607026499
Communication Disability,BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),Severe,PH150000000,TAWI-TAWI,PH157000000,203,413690,50.0,1.6989700043360187
Communication Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,ABRA,PH140100000,1116,247402,452.0,2.655138434811382
Communication Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,APAYAO,PH148100000,683,123899,552.0,2.741939077729199
Communication Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,BENGUET,PH141100000,2604,848552,307.0,2.4871383754771865
Communication Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,IFUGAO,PH142700000,731,210669,347.0,2.5403294747908736
Communication Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,KALINGA,PH143200000,869,220230,395.0,2.59659709562646
Communication Disability,Cordillera Administrative Region (CAR),Mild,PH140000000,MOUNTAIN PROVINCE,PH144400000,593,156987,378.0,2.5774917998372255
Communication Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,ABRA,PH140100000,446,247402,181.0,2.2576785748691846
Communication Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,APAYAO,PH148100000,236,123899,191.0,2.2810333672477277
Communication Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,BENGUET,PH141100000,1280,848552,151.0,2.1789769472931693
Communication Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,IFUGAO,PH142700000,333,210669,159.0,2.2013971243204513
Communication Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,KALINGA,PH143200000,378,220230,172.0,2.2355284469075487
Communication Disability,Cordillera Administrative Region (CAR),Moderate,PH140000000,MOUNTAIN PROVINCE,PH144400000,246,156987,157.0,2.1958996524092336
Communication Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,ABRA,PH140100000,338,247402,137.0,2.1367205671564067
Communication Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,APAYAO,PH148100000,216,123899,175.0,2.2430380486862944
Communication Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,BENGUET,PH141100000,1066,848552,126.0,2.100370545117563
Communication Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,IFUGAO,PH142700000,268,210669,128.0,2.1072099696478683
Communication Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,KALINGA,PH143200000,317,220230,144.0,2.1583624920952498
Communication Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,MOUNTAIN PROVINCE,PH144400000,184,156987,118.0,2.0718820073061255
Communication Disability,MIMAROPA Region,Mild,PH170000000,MARINDUQUE,PH174000000,1390,241036,577.0,2.7611758131557314
Communication Disability,MIMAROPA Region,Mild,PH170000000,OCCIDENTAL MINDORO,PH175100000,1830,515134,356.0,2.5514499979728753
Communication Disability,MIMAROPA Region,Mild,PH170000000,ORIENTAL MINDORO,PH175200000,3366,901270,374.0,2.5728716022004803
Communication Disability,MIMAROPA Region,Mild,PH170000000,PALAWAN,PH175300000,5010,1216009,413.0,2.615950051656401
Communication Disability,MIMAROPA Region,Mild,PH170000000,ROMBLON,PH175900000,1537,301407,510.0,2.7075701760979363
Communication Disability,MIMAROPA Region,Moderate,PH170000000,MARINDUQUE,PH174000000,577,241036,240.0,2.380211241711606
Communication Disability,MIMAROPA Region,Moderate,PH170000000,OCCIDENTAL MINDORO,PH175100000,734,515134,143.0,2.155336037465062
Communication Disability,MIMAROPA Region,Moderate,PH170000000,ORIENTAL MINDORO,PH175200000,1639,901270,182.0,2.2600713879850747
Communication Disability,MIMAROPA Region,Moderate,PH170000000,PALAWAN,PH175300000,1704,1216009,141.0,2.1492191126553797
Communication Disability,MIMAROPA Region,Moderate,PH170000000,ROMBLON,PH175900000,789,301407,262.0,2.4183012913197452
Communication Disability,MIMAROPA Region,Severe,PH170000000,MARINDUQUE,PH174000000,444,241036,185.0,2.2671717284030137
Communication Disability,MIMAROPA Region,Severe,PH170000000,OCCIDENTAL MINDORO,PH175100000,597,515134,116.0,2.0644579892269186
Communication Disability,MIMAROPA Region,Severe,PH170000000,ORIENTAL MINDORO,PH175200000,1270,901270,141.0,2.1492191126553797
Communication Disability,MIMAROPA Region,Severe,PH170000000,PALAWAN,PH175300000,1310,1216009,108.0,2.03342375548695
Communication Disability,MIMAROPA Region,Severe,PH170000000,ROMBLON,PH175900000,497,301407,165.0,2.2174839442139063
Communication Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH133900000,6213,1886920,330.0,2.5185139398778875
Communication Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH137600000,10437,4015981,260.0,2.4149733479708178
Communication Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH137400000,12641,4960933,255.0,2.406540180433955
Communication Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",PH137500000,6207,2940822,212.0,2.326335860928751
Communication Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH133900000,2033,1886920,108.0,2.03342375548695
Communication Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH137600000,3608,4015981,90.0,1.954242509439325
Communication Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH137400000,4680,4960933,95.0,1.9777236052888478
Communication Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",PH137500000,2445,2940822,84.0,1.9242792860618816
Communication Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",PH133900000,1917,1886920,102.0,2.0086001717619175
Communication Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",PH137600000,3337,4015981,84.0,1.9242792860618816
Communication Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",PH137400000,4160,4960933,84.0,1.9242792860618816
Communication Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",PH137500000,2386,2940822,82.0,1.9138138523837167
Communication Disability,REGION XI (DAVAO REGION),Mild,PH110000000,COMPOSTELA VALLEY,PH118200000,2851,774102,369.0,2.56702636615906
Communication Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO DEL NORTE,PH112300000,3540,1056457,336.0,2.526339277389844
Communication Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO DEL SUR,PH112400000,7639,2520852,304.0,2.482873583608754
Communication Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO OCCIDENTAL,PH118600000,1351,338925,399.0,2.6009728956867484
Communication Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO ORIENTAL,PH112500000,2025,600531,338.0,2.5289167002776547
Communication Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,COMPOSTELA VALLEY,PH118200000,1243,774102,161.0,2.2068258760318495
Communication Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO DEL NORTE,PH112300000,1410,1056457,134.0,2.1271047983648077
Communication Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO DEL SUR,PH112400000,3152,2520852,126.0,2.100370545117563
Communication Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO OCCIDENTAL,PH118600000,442,338925,131.0,2.1172712956557644
Communication Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO ORIENTAL,PH112500000,764,600531,128.0,2.1072099696478683
Communication Disability,REGION XI (DAVAO REGION),Severe,PH110000000,COMPOSTELA VALLEY,PH118200000,1086,774102,141.0,2.1492191126553797
Communication Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO DEL NORTE,PH112300000,1158,1056457,110.0,2.041392685158225
Communication Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO DEL SUR,PH112400000,2736,2520852,109.0,2.037426497940624
Communication Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO OCCIDENTAL,PH118600000,353,338925,105.0,2.0211892990699383
Communication Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO ORIENTAL,PH112500000,610,600531,102.0,2.0086001717619175
Communication Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,COTABATO (NORTH COTABATO),PH124700000,4843,1527149,318.0,2.5024271199844326
Communication Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SARANGANI,PH128000000,11983,583791,2053.0,3.312388949370592
Communication Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SOUTH COTABATO,PH126300000,4813,1644256,293.0,2.4668676203541096
Communication Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SULTAN KUDARAT,PH126500000,3277,855241,384.0,2.584331224367531
