Region,Province,Sex,Disability,Status,Household Population 5 Years Old and Over with Functional Difficulty,Gender Population,Gender affected by disability per 100k
Cordillera Administrative Region (CAR),ABRA,Female,Self-Care Disability,Moderate,278,123701.0,224
Cordillera Administrative Region (CAR),ABRA,Female,Self-Care Disability,Severe,332,123701.0,268
Cordillera Administrative Region (CAR),ABRA,Female,Visual Disability,Mild,11022,123701.0,8910
Cordillera Administrative Region (CAR),ABRA,Female,Visual Disability,Moderate,967,123701.0,781
Cordillera Administrative Region (CAR),ABRA,Female,Visual Disability,Severe,152,123701.0,122
Cordillera Administrative Region (CAR),ABRA,Male,Cognitive Disability,Mild,2362,123701.0,1909
Cordillera Administrative Region (CAR),ABRA,Male,Cognitive Disability,Moderate,287,123701.0,232
Cordillera Administrative Region (CAR),ABRA,Male,Cognitive Disability,Severe,91,123701.0,73
Cordillera Administrative Region (CAR),ABRA,Male,Communication Disability,Mild,513,123701.0,414
Cordillera Administrative Region (CAR),ABRA,Male,Communication Disability,Moderate,220,123701.0,177
Cordillera Administrative Region (CAR),ABRA,Male,Communication Disability,Severe,175,123701.0,141
Cordillera Administrative Region (CAR),ABRA,Male,Hearing Disability,Mild,3149,123701.0,2545
Cordillera Administrative Region (CAR),ABRA,Male,Hearing Disability,Moderate,530,123701.0,428
Cordillera Administrative Region (CAR),ABRA,Male,Hearing Disability,Severe,89,123701.0,71
Cordillera Administrative Region (CAR),ABRA,Male,Mobility Disability,Mild,2763,123701.0,2233
Cordillera Administrative Region (CAR),ABRA,Male,Mobility Disability,Moderate,527,123701.0,426
Cordillera Administrative Region (CAR),ABRA,Male,Mobility Disability,Severe,233,123701.0,188
Cordillera Administrative Region (CAR),ABRA,Male,Self-Care Disability,Mild,579,123701.0,468
Cordillera Administrative Region (CAR),ABRA,Male,Self-Care Disability,Moderate,217,123701.0,175
Cordillera Administrative Region (CAR),ABRA,Male,Self-Care Disability,Severe,258,123701.0,208
Cordillera Administrative Region (CAR),ABRA,Male,Visual Disability,Mild,8474,123701.0,6850
Cordillera Administrative Region (CAR),ABRA,Male,Visual Disability,Moderate,756,123701.0,611
Cordillera Administrative Region (CAR),ABRA,Male,Visual Disability,Severe,95,123701.0,76
Cordillera Administrative Region (CAR),APAYAO,Female,Cognitive Disability,Mild,2184,61949.5,3525
Cordillera Administrative Region (CAR),APAYAO,Female,Cognitive Disability,Moderate,237,61949.5,382
Cordillera Administrative Region (CAR),APAYAO,Female,Cognitive Disability,Severe,68,61949.5,109
Cordillera Administrative Region (CAR),APAYAO,Female,Communication Disability,Mild,346,61949.5,558
Cordillera Administrative Region (CAR),APAYAO,Female,Communication Disability,Moderate,121,61949.5,195
Cordillera Administrative Region (CAR),APAYAO,Female,Communication Disability,Severe,104,61949.5,167
Cordillera Administrative Region (CAR),APAYAO,Female,Hearing Disability,Mild,1645,61949.5,2655
Cordillera Administrative Region (CAR),APAYAO,Female,Hearing Disability,Moderate,259,61949.5,418
Cordillera Administrative Region (CAR),APAYAO,Female,Hearing Disability,Severe,56,61949.5,90
Cordillera Administrative Region (CAR),APAYAO,Female,Mobility Disability,Mild,1286,61949.5,2075
Cordillera Administrative Region (CAR),APAYAO,Female,Mobility Disability,Moderate,235,61949.5,379
Cordillera Administrative Region (CAR),APAYAO,Female,Mobility Disability,Severe,115,61949.5,185
Cordillera Administrative Region (CAR),APAYAO,Female,Self-Care Disability,Mild,328,61949.5,529
Cordillera Administrative Region (CAR),APAYAO,Female,Self-Care Disability,Moderate,108,61949.5,174
Cordillera Administrative Region (CAR),APAYAO,Female,Self-Care Disability,Severe,153,61949.5,246
Cordillera Administrative Region (CAR),APAYAO,Female,Visual Disability,Mild,4106,61949.5,6627
Cordillera Administrative Region (CAR),APAYAO,Female,Visual Disability,Moderate,393,61949.5,634
Cordillera Administrative Region (CAR),APAYAO,Female,Visual Disability,Severe,69,61949.5,111
Cordillera Administrative Region (CAR),APAYAO,Male,Cognitive Disability,Mild,1755,61949.5,2832
Cordillera Administrative Region (CAR),APAYAO,Male,Cognitive Disability,Moderate,159,61949.5,256
Cordillera Administrative Region (CAR),APAYAO,Male,Cognitive Disability,Severe,53,61949.5,85
Cordillera Administrative Region (CAR),APAYAO,Male,Communication Disability,Mild,337,61949.5,543
Cordillera Administrative Region (CAR),APAYAO,Male,Communication Disability,Moderate,115,61949.5,185
Cordillera Administrative Region (CAR),APAYAO,Male,Communication Disability,Severe,112,61949.5,180
Cordillera Administrative Region (CAR),APAYAO,Male,Hearing Disability,Mild,1487,61949.5,2400
Cordillera Administrative Region (CAR),APAYAO,Male,Hearing Disability,Moderate,240,61949.5,387
Cordillera Administrative Region (CAR),APAYAO,Male,Hearing Disability,Severe,61,61949.5,98
Cordillera Administrative Region (CAR),APAYAO,Male,Mobility Disability,Mild,1105,61949.5,1783
Cordillera Administrative Region (CAR),APAYAO,Male,Mobility Disability,Moderate,192,61949.5,309
Cordillera Administrative Region (CAR),APAYAO,Male,Mobility Disability,Severe,90,61949.5,145
Cordillera Administrative Region (CAR),APAYAO,Male,Self-Care Disability,Mild,279,61949.5,450
Cordillera Administrative Region (CAR),APAYAO,Male,Self-Care Disability,Moderate,87,61949.5,140
Cordillera Administrative Region (CAR),APAYAO,Male,Self-Care Disability,Severe,124,61949.5,200
Cordillera Administrative Region (CAR),APAYAO,Male,Visual Disability,Mild,3308,61949.5,5339
Cordillera Administrative Region (CAR),APAYAO,Male,Visual Disability,Moderate,303,61949.5,489
Cordillera Administrative Region (CAR),APAYAO,Male,Visual Disability,Severe,59,61949.5,95
Cordillera Administrative Region (CAR),BENGUET,Female,Cognitive Disability,Mild,5602,424276.0,1320
Cordillera Administrative Region (CAR),BENGUET,Female,Cognitive Disability,Moderate,965,424276.0,227
Cordillera Administrative Region (CAR),BENGUET,Female,Cognitive Disability,Severe,272,424276.0,64
Cordillera Administrative Region (CAR),BENGUET,Female,Communication Disability,Mild,1281,424276.0,301
Cordillera Administrative Region (CAR),BENGUET,Female,Communication Disability,Moderate,608,424276.0,143
Cordillera Administrative Region (CAR),BENGUET,Female,Communication Disability,Severe,541,424276.0,127
Cordillera Administrative Region (CAR),BENGUET,Female,Hearing Disability,Mild,7722,424276.0,1820
Cordillera Administrative Region (CAR),BENGUET,Female,Hearing Disability,Moderate,1078,424276.0,254
Cordillera Administrative Region (CAR),BENGUET,Female,Hearing Disability,Severe,310,424276.0,73
Cordillera Administrative Region (CAR),BENGUET,Female,Mobility Disability,Mild,8053,424276.0,1898
Cordillera Administrative Region (CAR),BENGUET,Female,Mobility Disability,Moderate,1576,424276.0,371
Cordillera Administrative Region (CAR),BENGUET,Female,Mobility Disability,Severe,706,424276.0,166
Cordillera Administrative Region (CAR),BENGUET,Female,Self-Care Disability,Mild,1536,424276.0,362
Cordillera Administrative Region (CAR),BENGUET,Female,Self-Care Disability,Moderate,625,424276.0,147
Cordillera Administrative Region (CAR),BENGUET,Female,Self-Care Disability,Severe,821,424276.0,193
Cordillera Administrative Region (CAR),BENGUET,Female,Visual Disability,Mild,27401,424276.0,6458
Cordillera Administrative Region (CAR),BENGUET,Female,Visual Disability,Moderate,2095,424276.0,493
Cordillera Administrative Region (CAR),BENGUET,Female,Visual Disability,Severe,312,424276.0,73
Cordillera Administrative Region (CAR),BENGUET,Male,Cognitive Disability,Mild,4082,424276.0,962
Cordillera Administrative Region (CAR),BENGUET,Male,Cognitive Disability,Moderate,740,424276.0,174
Cordillera Administrative Region (CAR),BENGUET,Male,Cognitive Disability,Severe,246,424276.0,57
Cordillera Administrative Region (CAR),BENGUET,Male,Communication Disability,Mild,1323,424276.0,311
Cordillera Administrative Region (CAR),BENGUET,Male,Communication Disability,Moderate,672,424276.0,158
Cordillera Administrative Region (CAR),BENGUET,Male,Communication Disability,Severe,525,424276.0,123
Cordillera Administrative Region (CAR),BENGUET,Male,Hearing Disability,Mild,6967,424276.0,1642
Cordillera Administrative Region (CAR),BENGUET,Male,Hearing Disability,Moderate,896,424276.0,211
Cordillera Administrative Region (CAR),BENGUET,Male,Hearing Disability,Severe,290,424276.0,68
Cordillera Administrative Region (CAR),BENGUET,Male,Mobility Disability,Mild,7374,424276.0,1738
Cordillera Administrative Region (CAR),BENGUET,Male,Mobility Disability,Moderate,1527,424276.0,359
Cordillera Administrative Region (CAR),BENGUET,Male,Mobility Disability,Severe,636,424276.0,149
Cordillera Administrative Region (CAR),BENGUET,Male,Self-Care Disability,Mild,1410,424276.0,332
Cordillera Administrative Region (CAR),BENGUET,Male,Self-Care Disability,Moderate,640,424276.0,150
Cordillera Administrative Region (CAR),BENGUET,Male,Self-Care Disability,Severe,744,424276.0,175
Cordillera Administrative Region (CAR),BENGUET,Male,Visual Disability,Mild,19265,424276.0,4540
Cordillera Administrative Region (CAR),BENGUET,Male,Visual Disability,Moderate,1415,424276.0,333
Cordillera Administrative Region (CAR),BENGUET,Male,Visual Disability,Severe,289,424276.0,68
Cordillera Administrative Region (CAR),IFUGAO,Female,Cognitive Disability,Mild,1445,105334.5,1371
Cordillera Administrative Region (CAR),IFUGAO,Female,Cognitive Disability,Moderate,311,105334.5,295
Cordillera Administrative Region (CAR),IFUGAO,Female,Cognitive Disability,Severe,75,105334.5,71
Cordillera Administrative Region (CAR),IFUGAO,Female,Communication Disability,Mild,372,105334.5,353
Cordillera Administrative Region (CAR),IFUGAO,Female,Communication Disability,Moderate,183,105334.5,173
Cordillera Administrative Region (CAR),IFUGAO,Female,Communication Disability,Severe,122,105334.5,115
Cordillera Administrative Region (CAR),IFUGAO,Female,Hearing Disability,Mild,1824,105334.5,1731
Cordillera Administrative Region (CAR),IFUGAO,Female,Hearing Disability,Moderate,339,105334.5,321
Cordillera Administrative Region (CAR),IFUGAO,Female,Hearing Disability,Severe,72,105334.5,68
Cordillera Administrative Region (CAR),IFUGAO,Female,Mobility Disability,Mild,1850,105334.5,1756
Cordillera Administrative Region (CAR),IFUGAO,Female,Mobility Disability,Moderate,437,105334.5,414
Cordillera Administrative Region (CAR),IFUGAO,Female,Mobility Disability,Severe,151,105334.5,143
Cordillera Administrative Region (CAR),IFUGAO,Female,Self-Care Disability,Mild,422,105334.5,400
Cordillera Administrative Region (CAR),IFUGAO,Female,Self-Care Disability,Moderate,211,105334.5,200
Cordillera Administrative Region (CAR),IFUGAO,Female,Self-Care Disability,Severe,181,105334.5,171
Cordillera Administrative Region (CAR),IFUGAO,Female,Visual Disability,Mild,4099,105334.5,3891
Cordillera Administrative Region (CAR),IFUGAO,Female,Visual Disability,Moderate,357,105334.5,338
Cordillera Administrative Region (CAR),IFUGAO,Female,Visual Disability,Severe,74,105334.5,70
Cordillera Administrative Region (CAR),IFUGAO,Male,Cognitive Disability,Mild,1067,105334.5,1012
Cordillera Administrative Region (CAR),IFUGAO,Male,Cognitive Disability,Moderate,189,105334.5,179
Cordillera Administrative Region (CAR),IFUGAO,Male,Cognitive Disability,Severe,60,105334.5,56
Cordillera Administrative Region (CAR),IFUGAO,Male,Communication Disability,Mild,359,105334.5,340
Cordillera Administrative Region (CAR),IFUGAO,Male,Communication Disability,Moderate,150,105334.5,142
Cordillera Administrative Region (CAR),IFUGAO,Male,Communication Disability,Severe,146,105334.5,138
Cordillera Administrative Region (CAR),IFUGAO,Male,Hearing Disability,Mild,1611,105334.5,1529
Cordillera Administrative Region (CAR),IFUGAO,Male,Hearing Disability,Moderate,302,105334.5,286
Cordillera Administrative Region (CAR),IFUGAO,Male,Hearing Disability,Severe,60,105334.5,56
Cordillera Administrative Region (CAR),IFUGAO,Male,Mobility Disability,Mild,1591,105334.5,1510
Cordillera Administrative Region (CAR),IFUGAO,Male,Mobility Disability,Moderate,408,105334.5,387
Cordillera Administrative Region (CAR),IFUGAO,Male,Mobility Disability,Severe,148,105334.5,140
Cordillera Administrative Region (CAR),IFUGAO,Male,Self-Care Disability,Mild,391,105334.5,371
Cordillera Administrative Region (CAR),IFUGAO,Male,Self-Care Disability,Moderate,161,105334.5,152
Cordillera Administrative Region (CAR),IFUGAO,Male,Self-Care Disability,Severe,171,105334.5,162
Cordillera Administrative Region (CAR),IFUGAO,Male,Visual Disability,Mild,3146,105334.5,2986
Cordillera Administrative Region (CAR),IFUGAO,Male,Visual Disability,Moderate,268,105334.5,254
Cordillera Administrative Region (CAR),IFUGAO,Male,Visual Disability,Severe,49,105334.5,46
Cordillera Administrative Region (CAR),KALINGA,Female,Cognitive Disability,Mild,2210,110115.0,2006
Cordillera Administrative Region (CAR),KALINGA,Female,Cognitive Disability,Moderate,305,110115.0,276
Cordillera Administrative Region (CAR),KALINGA,Female,Cognitive Disability,Severe,88,110115.0,79
Cordillera Administrative Region (CAR),KALINGA,Female,Communication Disability,Mild,434,110115.0,394
Cordillera Administrative Region (CAR),KALINGA,Female,Communication Disability,Moderate,196,110115.0,177
Cordillera Administrative Region (CAR),KALINGA,Female,Communication Disability,Severe,159,110115.0,144
Cordillera Administrative Region (CAR),KALINGA,Female,Hearing Disability,Mild,2379,110115.0,2160
Cordillera Administrative Region (CAR),KALINGA,Female,Hearing Disability,Moderate,374,110115.0,339
Cordillera Administrative Region (CAR),KALINGA,Female,Hearing Disability,Severe,76,110115.0,69
Cordillera Administrative Region (CAR),KALINGA,Female,Mobility Disability,Mild,2189,110115.0,1987
Cordillera Administrative Region (CAR),KALINGA,Female,Mobility Disability,Moderate,384,110115.0,348
Cordillera Administrative Region (CAR),KALINGA,Female,Mobility Disability,Severe,189,110115.0,171
Cordillera Administrative Region (CAR),KALINGA,Female,Self-Care Disability,Mild,469,110115.0,425
Cordillera Administrative Region (CAR),KALINGA,Female,Self-Care Disability,Moderate,172,110115.0,156
Cordillera Administrative Region (CAR),KALINGA,Female,Self-Care Disability,Severe,209,110115.0,189
Cordillera Administrative Region (CAR),KALINGA,Female,Visual Disability,Mild,5171,110115.0,4695
Cordillera Administrative Region (CAR),KALINGA,Female,Visual Disability,Moderate,423,110115.0,384
Cordillera Administrative Region (CAR),KALINGA,Female,Visual Disability,Severe,94,110115.0,85
Cordillera Administrative Region (CAR),KALINGA,Male,Cognitive Disability,Mild,1579,110115.0,1433
Cordillera Administrative Region (CAR),KALINGA,Male,Cognitive Disability,Moderate,214,110115.0,194
Cordillera Administrative Region (CAR),KALINGA,Male,Cognitive Disability,Severe,76,110115.0,69
Cordillera Administrative Region (CAR),KALINGA,Male,Communication Disability,Mild,435,110115.0,395
Cordillera Administrative Region (CAR),KALINGA,Male,Communication Disability,Moderate,182,110115.0,165
Cordillera Administrative Region (CAR),KALINGA,Male,Communication Disability,Severe,158,110115.0,143
Cordillera Administrative Region (CAR),KALINGA,Male,Hearing Disability,Mild,1980,110115.0,1798
Cordillera Administrative Region (CAR),KALINGA,Male,Hearing Disability,Moderate,324,110115.0,294
Cordillera Administrative Region (CAR),KALINGA,Male,Hearing Disability,Severe,90,110115.0,81
Cordillera Administrative Region (CAR),KALINGA,Male,Mobility Disability,Mild,1912,110115.0,1736
Cordillera Administrative Region (CAR),KALINGA,Male,Mobility Disability,Moderate,335,110115.0,304
Cordillera Administrative Region (CAR),KALINGA,Male,Mobility Disability,Severe,181,110115.0,164
Cordillera Administrative Region (CAR),KALINGA,Male,Self-Care Disability,Mild,477,110115.0,433
Cordillera Administrative Region (CAR),KALINGA,Male,Self-Care Disability,Moderate,152,110115.0,138
Cordillera Administrative Region (CAR),KALINGA,Male,Self-Care Disability,Severe,187,110115.0,169
Cordillera Administrative Region (CAR),KALINGA,Male,Visual Disability,Mild,3816,110115.0,3465
Cordillera Administrative Region (CAR),KALINGA,Male,Visual Disability,Moderate,304,110115.0,276
Cordillera Administrative Region (CAR),KALINGA,Male,Visual Disability,Severe,87,110115.0,79
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Cognitive Disability,Mild,1212,78493.5,1544
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Cognitive Disability,Moderate,220,78493.5,280
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Cognitive Disability,Severe,41,78493.5,52
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Communication Disability,Mild,318,78493.5,405
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Communication Disability,Moderate,125,78493.5,159
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Communication Disability,Severe,83,78493.5,105
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Hearing Disability,Mild,1632,78493.5,2079
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Hearing Disability,Moderate,309,78493.5,393
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Hearing Disability,Severe,42,78493.5,53
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Mobility Disability,Mild,1938,78493.5,2468
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Mobility Disability,Moderate,386,78493.5,491
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Mobility Disability,Severe,126,78493.5,160
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Self-Care Disability,Mild,363,78493.5,462
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Self-Care Disability,Moderate,153,78493.5,194
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Self-Care Disability,Severe,128,78493.5,163
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Visual Disability,Mild,2968,78493.5,3781
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Visual Disability,Moderate,268,78493.5,341
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Female,Visual Disability,Severe,48,78493.5,61
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Cognitive Disability,Mild,864,78493.5,1100
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Cognitive Disability,Moderate,153,78493.5,194
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Cognitive Disability,Severe,35,78493.5,44
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Communication Disability,Mild,275,78493.5,350
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Communication Disability,Moderate,121,78493.5,154
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Communication Disability,Severe,101,78493.5,128
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Hearing Disability,Mild,1266,78493.5,1612
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Hearing Disability,Moderate,205,78493.5,261
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Hearing Disability,Severe,50,78493.5,63
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Mobility Disability,Mild,1434,78493.5,1826
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Mobility Disability,Moderate,323,78493.5,411
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Mobility Disability,Severe,128,78493.5,163
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Self-Care Disability,Mild,338,78493.5,430
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Self-Care Disability,Moderate,132,78493.5,168
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Self-Care Disability,Severe,131,78493.5,166
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Visual Disability,Mild,1850,78493.5,2356
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Visual Disability,Moderate,184,78493.5,234
Cordillera Administrative Region (CAR),MOUNTAIN PROVINCE,Male,Visual Disability,Severe,39,78493.5,49
MIMAROPA Region,MARINDUQUE,Female,Cognitive Disability,Mild,3169,120518.0,2629
MIMAROPA Region,MARINDUQUE,Female,Cognitive Disability,Moderate,401,120518.0,332
MIMAROPA Region,MARINDUQUE,Female,Cognitive Disability,Severe,126,120518.0,104
MIMAROPA Region,MARINDUQUE,Female,Communication Disability,Mild,716,120518.0,594
MIMAROPA Region,MARINDUQUE,Female,Communication Disability,Moderate,271,120518.0,224
MIMAROPA Region,MARINDUQUE,Female,Communication Disability,Severe,220,120518.0,182
MIMAROPA Region,MARINDUQUE,Female,Hearing Disability,Mild,2910,120518.0,2414
MIMAROPA Region,MARINDUQUE,Female,Hearing Disability,Moderate,473,120518.0,392
MIMAROPA Region,MARINDUQUE,Female,Hearing Disability,Severe,130,120518.0,107
MIMAROPA Region,MARINDUQUE,Female,Mobility Disability,Mild,3288,120518.0,2728
MIMAROPA Region,MARINDUQUE,Female,Mobility Disability,Moderate,694,120518.0,575
MIMAROPA Region,MARINDUQUE,Female,Mobility Disability,Severe,328,120518.0,272
MIMAROPA Region,MARINDUQUE,Female,Self-Care Disability,Mild,601,120518.0,498
MIMAROPA Region,MARINDUQUE,Female,Self-Care Disability,Moderate,290,120518.0,240
MIMAROPA Region,MARINDUQUE,Female,Self-Care Disability,Severe,355,120518.0,294
MIMAROPA Region,MARINDUQUE,Female,Visual Disability,Mild,11744,120518.0,9744
MIMAROPA Region,MARINDUQUE,Female,Visual Disability,Moderate,964,120518.0,799
MIMAROPA Region,MARINDUQUE,Female,Visual Disability,Severe,181,120518.0,150
MIMAROPA Region,MARINDUQUE,Male,Cognitive Disability,Mild,1942,120518.0,1611
MIMAROPA Region,MARINDUQUE,Male,Cognitive Disability,Moderate,315,120518.0,261
MIMAROPA Region,MARINDUQUE,Male,Cognitive Disability,Severe,143,120518.0,118
MIMAROPA Region,MARINDUQUE,Male,Communication Disability,Mild,674,120518.0,559
MIMAROPA Region,MARINDUQUE,Male,Communication Disability,Moderate,306,120518.0,253
MIMAROPA Region,MARINDUQUE,Male,Communication Disability,Severe,224,120518.0,185
MIMAROPA Region,MARINDUQUE,Male,Hearing Disability,Mild,2581,120518.0,2141
MIMAROPA Region,MARINDUQUE,Male,Hearing Disability,Moderate,360,120518.0,298
MIMAROPA Region,MARINDUQUE,Male,Hearing Disability,Severe,131,120518.0,108
MIMAROPA Region,MARINDUQUE,Male,Mobility Disability,Mild,2916,120518.0,2419
MIMAROPA Region,MARINDUQUE,Male,Mobility Disability,Moderate,661,120518.0,548
MIMAROPA Region,MARINDUQUE,Male,Mobility Disability,Severe,290,120518.0,240
MIMAROPA Region,MARINDUQUE,Male,Self-Care Disability,Mild,501,120518.0,415
MIMAROPA Region,MARINDUQUE,Male,Self-Care Disability,Moderate,228,120518.0,189
MIMAROPA Region,MARINDUQUE,Male,Self-Care Disability,Severe,306,120518.0,253
MIMAROPA Region,MARINDUQUE,Male,Visual Disability,Mild,8749,120518.0,7259
MIMAROPA Region,MARINDUQUE,Male,Visual Disability,Moderate,662,120518.0,549
