Region,Province,RegCode_New,ProvCode_New,Disability,Sex,Status,Household Population 5 Years Old and Over with Functional Difficulty,Age: 5-19,Age: 20-34,Age: 35–54,Age: 55-80+
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Moderate,7,0,0,0,7
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Severe,1,0,0,0,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,All,71,3,1,12,55
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Mild,66,3,1,12,50
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Moderate,4,0,0,0,4
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Severe,1,0,0,0,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,All,77,3,2,8,64
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Mild,74,3,2,8,61
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Moderate,3,0,0,0,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Severe,0,0,0,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,All,111,7,0,15,89
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Mild,101,7,0,13,81
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Moderate,5,0,0,0,5
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Severe,5,0,0,2,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,All,56,3,0,9,44
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Mild,48,3,0,8,37
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Moderate,4,0,0,0,4
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Severe,4,0,0,1,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,All,55,4,0,6,45
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Mild,53,4,0,5,44
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Moderate,1,0,0,0,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Severe,1,0,0,1,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,All,107,10,3,16,78
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Mild,96,6,2,15,73
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Moderate,8,1,1,1,5
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Severe,3,3,0,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,All,55,4,2,11,38
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Mild,49,3,2,10,34
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Moderate,5,0,0,1,4
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Severe,1,1,0,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,All,52,6,1,5,40
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Mild,47,3,0,5,39
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Moderate,3,1,1,0,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Severe,2,2,0,0,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,All,1471,18,27,535,891
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Mild,1371,12,22,520,817
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Moderate,79,1,2,11,65
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Severe,21,5,3,4,9
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,All,717,9,15,249,444
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Mild,674,6,13,241,414
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Moderate,34,1,1,5,27
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Severe,9,2,1,3,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,All,754,9,12,286,447
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Mild,697,6,9,279,403
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Moderate,45,0,1,6,38
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Severe,12,3,2,1,6
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,All,871,8,10,261,592
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Mild,806,4,10,254,538
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Moderate,53,1,0,5,47
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Severe,12,3,0,2,7
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,All,457,4,7,147,299
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Mild,427,2,7,141,277
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Moderate,24,0,0,4,20
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Severe,6,2,0,2,2
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,All,414,4,3,114,293
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Mild,379,2,3,113,261
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Moderate,29,1,0,1,27
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Severe,6,1,0,0,5
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,All,687,7,12,164,504
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Mild,624,5,11,161,447
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Moderate,46,0,0,1,45
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Severe,17,2,1,2,12
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,All,337,3,7,87,240
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Mild,318,2,7,84,225
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Moderate,13,0,0,1,12
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Severe,6,1,0,2,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,All,350,4,5,77,264
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Mild,306,3,4,77,222
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Moderate,33,0,0,0,33
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Severe,11,1,1,0,9
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,All,943,82,13,209,639
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Mild,895,77,10,206,602
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Moderate,35,0,2,1,32
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Severe,13,5,1,2,5
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,All,454,39,8,100,307
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Mild,437,38,6,97,296
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Moderate,14,0,2,1,11
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Severe,3,1,0,2,0
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,All,489,43,5,109,332
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Mild,458,39,4,109,306
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Moderate,21,0,0,0,21
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Severe,10,4,1,0,5
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,All,639,102,12,103,422
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Mild,591,94,9,101,387
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Moderate,27,2,2,0,23
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Severe,21,6,1,2,12
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,All,311,47,6,59,199
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Mild,292,45,4,57,186
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Moderate,14,1,2,0,11
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Severe,5,1,0,2,2
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,All,328,55,6,44,223
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Mild,299,49,5,44,201
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Moderate,13,1,0,0,12
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Severe,16,5,1,0,10
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,All,500,102,16,85,297
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Mild,443,87,10,80,266
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Moderate,29,1,4,2,22
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Severe,28,14,2,3,9
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,All,237,48,6,48,135
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Mild,217,43,4,44,126
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Moderate,11,0,2,1,8
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Severe,9,5,0,3,1
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,All,263,54,10,37,162
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Mild,226,44,6,36,140
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Moderate,18,1,2,1,14
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Severe,19,9,2,0,8
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,All,589,13,28,235,313
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Mild,554,13,28,231,282
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Moderate,22,0,0,3,19
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Severe,13,0,0,1,12
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,All,297,6,16,117,158
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Mild,284,6,16,116,146
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Moderate,10,0,0,1,9
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Severe,3,0,0,0,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,All,292,7,12,118,155
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Mild,270,7,12,115,136
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Moderate,12,0,0,2,10
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Severe,10,0,0,1,9
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,All,292,5,13,61,213
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Mild,265,5,13,59,188
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Moderate,15,0,0,2,13
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Severe,12,0,0,0,12
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,All,153,3,7,33,110
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Mild,142,3,7,31,101
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Moderate,8,0,0,2,6
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Severe,3,0,0,0,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,All,139,2,6,28,103
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Mild,123,2,6,28,87
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Moderate,7,0,0,0,7
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Severe,9,0,0,0,9
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,All,225,3,9,41,172
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Mild,199,3,8,40,148
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Moderate,13,0,1,1,11
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Severe,13,0,0,0,13
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,All,110,1,6,17,86
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Mild,101,1,5,16,79
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Moderate,6,0,1,1,4
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Severe,3,0,0,0,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,All,115,2,3,24,86
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Mild,98,2,3,24,69
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Moderate,7,0,0,0,7
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Severe,10,0,0,0,10
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,All,328,3,6,90,229
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Mild,299,3,6,87,203
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Moderate,16,0,0,2,14
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Severe,13,0,0,1,12
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,All,168,1,3,47,117
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Mild,156,1,3,46,106
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Moderate,9,0,0,1,8
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Severe,3,0,0,0,3
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,All,160,2,3,43,112
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Mild,143,2,3,41,97
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Moderate,7,0,0,1,6
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Severe,10,0,0,1,9
