Region,Province,Province_pcode,Population
Region V (Bicol Region),Albay,PH050500000,37536
Region V (Bicol Region),Albay,PH050500000,142639
Region V (Bicol Region),Albay,PH050500000,56041
Region V (Bicol Region),Camarines Norte,PH051600000,43486
Region V (Bicol Region),Camarines Norte,PH051600000,33699
Region V (Bicol Region),Camarines Norte,PH051600000,113249
Region V (Bicol Region),Camarines Norte,PH051600000,15460
Region V (Bicol Region),Camarines Norte,PH051600000,63177
Region V (Bicol Region),Camarines Norte,PH051600000,109389
Region V (Bicol Region),Camarines Norte,PH051600000,53526
Region V (Bicol Region),Camarines Norte,PH051600000,64703
Region V (Bicol Region),Camarines Norte,PH051600000,10757
Region V (Bicol Region),Camarines Norte,PH051600000,41882
Region V (Bicol Region),Camarines Norte,PH051600000,27555
Region V (Bicol Region),Camarines Norte,PH051600000,45631
Region V (Bicol Region),Camarines Sur,PH051700000,61918
Region V (Bicol Region),Camarines Sur,PH051700000,32695
Region V (Bicol Region),Camarines Sur,PH051700000,55199
Region V (Bicol Region),Camarines Sur,PH051700000,17362
Region V (Bicol Region),Camarines Sur,PH051700000,79690
Region V (Bicol Region),Camarines Sur,PH051700000,71549
Region V (Bicol Region),Camarines Sur,PH051700000,18959
Region V (Bicol Region),Camarines Sur,PH051700000,86885
Region V (Bicol Region),Camarines Sur,PH051700000,25598
Region V (Bicol Region),Camarines Sur,PH051700000,35624
Region V (Bicol Region),Camarines Sur,PH051700000,49680
Region V (Bicol Region),Camarines Sur,PH051700000,27304
Region V (Bicol Region),Camarines Sur,PH051700000,12002
Region V (Bicol Region),Camarines Sur,PH051700000,28441
Region V (Bicol Region),Camarines Sur,PH051700000,67160
Region V (Bicol Region),Camarines Sur,PH051700000,116286
Region V (Bicol Region),Camarines Sur,PH051700000,58354
Region V (Bicol Region),Camarines Sur,PH051700000,115740
Region V (Bicol Region),Camarines Sur,PH051700000,33784
Region V (Bicol Region),Camarines Sur,PH051700000,26801
Region V (Bicol Region),Camarines Sur,PH051700000,33322
Region V (Bicol Region),Camarines Sur,PH051700000,55800
Region V (Bicol Region),Camarines Sur,PH051700000,86757
Region V (Bicol Region),Camarines Sur,PH051700000,213549
Region V (Bicol Region),Camarines Sur,PH051700000,47805
Region V (Bicol Region),Camarines Sur,PH051700000,37880
Region V (Bicol Region),Camarines Sur,PH051700000,51470
Region V (Bicol Region),Camarines Sur,PH051700000,95384
Region V (Bicol Region),Camarines Sur,PH051700000,21743
Region V (Bicol Region),Camarines Sur,PH051700000,60775
Region V (Bicol Region),Camarines Sur,PH051700000,37194
Region V (Bicol Region),Camarines Sur,PH051700000,36801
Region V (Bicol Region),Camarines Sur,PH051700000,42251
Region V (Bicol Region),Camarines Sur,PH051700000,66835
Region V (Bicol Region),Camarines Sur,PH051700000,18306
Region V (Bicol Region),Camarines Sur,PH051700000,60901
Region V (Bicol Region),Camarines Sur,PH051700000,71691
Region V (Bicol Region),Catanduanes,PH052000000,11833
Region V (Bicol Region),Catanduanes,PH052000000,13228
Region V (Bicol Region),Catanduanes,PH052000000,22208
Region V (Bicol Region),Catanduanes,PH052000000,31540
Region V (Bicol Region),Catanduanes,PH052000000,8586
Region V (Bicol Region),Catanduanes,PH052000000,21282
Region V (Bicol Region),Catanduanes,PH052000000,9495
Region V (Bicol Region),Catanduanes,PH052000000,37676
Region V (Bicol Region),Catanduanes,PH052000000,15647
Region V (Bicol Region),Catanduanes,PH052000000,22199
Region V (Bicol Region),Catanduanes,PH052000000,79247
Region V (Bicol Region),Masbate,PH054100000,94001
Region V (Bicol Region),Masbate,PH054100000,27325
Region V (Bicol Region),Masbate,PH054100000,39764
Region V (Bicol Region),Masbate,PH054100000,16080
Region V (Bicol Region),Masbate,PH054100000,51397
Region V (Bicol Region),Masbate,PH054100000,69839
Region V (Bicol Region),Masbate,PH054100000,45179
Region V (Bicol Region),Masbate,PH054100000,26831
Region V (Bicol Region),Masbate,PH054100000,19447
Region V (Bicol Region),Masbate,PH054100000,43550
Region V (Bicol Region),Masbate,PH054100000,103227
Region V (Bicol Region),Masbate,PH054100000,61105
Region V (Bicol Region),Masbate,PH054100000,41812
Region V (Bicol Region),Masbate,PH054100000,27485
Region V (Bicol Region),Masbate,PH054100000,26849
Region V (Bicol Region),Masbate,PH054100000,23730
Region V (Bicol Region),Masbate,PH054100000,57013
Region V (Bicol Region),Masbate,PH054100000,24348
Region V (Bicol Region),Masbate,PH054100000,32152
Region V (Bicol Region),Masbate,PH054100000,47992
Region V (Bicol Region),Masbate,PH054100000,57953
Region V (Bicol Region),Sorsogon,PH056200000,21646
Region V (Bicol Region),Sorsogon,PH056200000,106213
Region V (Bicol Region),Sorsogon,PH056200000,23683
Region V (Bicol Region),Sorsogon,PH056200000,34688
Region V (Bicol Region),Sorsogon,PH056200000,62819
Region V (Bicol Region),Sorsogon,PH056200000,51858
Region V (Bicol Region),Sorsogon,PH056200000,61747
Region V (Bicol Region),Sorsogon,PH056200000,61619
Region V (Bicol Region),Sorsogon,PH056200000,34306
Region V (Bicol Region),Sorsogon,PH056200000,38632
Region V (Bicol Region),Sorsogon,PH056200000,44607
Region V (Bicol Region),Sorsogon,PH056200000,80969
Region V (Bicol Region),Sorsogon,PH056200000,24437
Region V (Bicol Region),Sorsogon,PH056200000,17307
Region V (Bicol Region),Sorsogon,PH056200000,181187
Region VI (Western Visayas),Aklan,PH060400000,25091
Region VI (Western Visayas),Aklan,PH060400000,30174
Region VI (Western Visayas),Aklan,PH060400000,40384
Region VI (Western Visayas),Aklan,PH060400000,33505
Region VI (Western Visayas),Aklan,PH060400000,20546
Region VI (Western Visayas),Aklan,PH060400000,53149
Region VI (Western Visayas),Aklan,PH060400000,85388
Region VI (Western Visayas),Aklan,PH060400000,15640
Region VI (Western Visayas),Aklan,PH060400000,28390
Region VI (Western Visayas),Aklan,PH060400000,18502
Region VI (Western Visayas),Aklan,PH060400000,28780
Region VI (Western Visayas),Aklan,PH060400000,58820
Region VI (Western Visayas),Aklan,PH060400000,23269
Region VI (Western Visayas),Aklan,PH060400000,40756
Region VI (Western Visayas),Aklan,PH060400000,46446
Region VI (Western Visayas),Aklan,PH060400000,33373
Region VI (Western Visayas),Aklan,PH060400000,23371
Region VI (Western Visayas),Antique,PH060600000,21809
Region VI (Western Visayas),Antique,PH060600000,23372
Region VI (Western Visayas),Antique,PH060600000,14119
Region VI (Western Visayas),Antique,PH060600000,34634
Region VI (Western Visayas),Antique,PH060600000,41075
Region VI (Western Visayas),Antique,PH060600000,42904
Region VI (Western Visayas),Antique,PH060600000,35082
Region VI (Western Visayas),Antique,PH060600000,50654
Region VI (Western Visayas),Antique,PH060600000,26744
Region VI (Western Visayas),Antique,PH060600000,17001
Region VI (Western Visayas),Antique,PH060600000,35786
Region VI (Western Visayas),Antique,PH060600000,38834
Region VI (Western Visayas),Antique,PH060600000,66590
Region VI (Western Visayas),Antique,PH060600000,33059
Region VI (Western Visayas),Antique,PH060600000,18443
Region VI (Western Visayas),Antique,PH060600000,63925
Region VI (Western Visayas),Antique,PH060600000,28733
Region VI (Western Visayas),Antique,PH060600000,19690
Region VI (Western Visayas),Capiz,PH061900000,29379
Region VI (Western Visayas),Capiz,PH061900000,33063
Region VI (Western Visayas),Capiz,PH061900000,29632
Region VI (Western Visayas),Capiz,PH061900000,48300
Region VI (Western Visayas),Capiz,PH061900000,31387
Region VI (Western Visayas),Capiz,PH061900000,38329
Region VI (Western Visayas),Capiz,PH061900000,40385
Region VI (Western Visayas),Capiz,PH061900000,41595
Region VI (Western Visayas),Capiz,PH061900000,48771
Region VI (Western Visayas),Capiz,PH061900000,42679
Region VI (Western Visayas),Capiz,PH061900000,49080
Region VI (Western Visayas),Capiz,PH061900000,49335
Region VI (Western Visayas),Capiz,PH061900000,30768
Region VI (Western Visayas),Capiz,PH061900000,177847
Region VI (Western Visayas),Capiz,PH061900000,26844
Region VI (Western Visayas),Capiz,PH061900000,31106
Region VI (Western Visayas),Capiz,PH061900000,54583
Region VI (Western Visayas),Iloilo,PH063000000,56710
Region VI (Western Visayas),Iloilo,PH063000000,39458
Region VI (Western Visayas),Iloilo,PH063000000,29468
Region VI (Western Visayas),Iloilo,PH063000000,27743
Region VI (Western Visayas),Iloilo,PH063000000,36111
Region VI (Western Visayas),Iloilo,PH063000000,35145
Region VI (Western Visayas),Iloilo,PH063000000,55644
Region VI (Western Visayas),Iloilo,PH063000000,49632
Region VI (Western Visayas),Iloilo,PH063000000,22960
Region VI (Western Visayas),Iloilo,PH063000000,16844
Region VI (Western Visayas),Iloilo,PH063000000,61114
Region VI (Western Visayas),Iloilo,PH063000000,65751
Region VI (Western Visayas),Iloilo,PH063000000,72763
Region VI (Western Visayas),Iloilo,PH063000000,46159
Region VI (Western Visayas),Iloilo,PH063000000,46727
Region VI (Western Visayas),Iloilo,PH063000000,35178
Region VI (Western Visayas),Iloilo,PH063000000,71111
Region VI (Western Visayas),Iloilo,PH063000000,54078
Region VI (Western Visayas),Iloilo,PH063000000,34827
Region VI (Western Visayas),Iloilo,PH063000000,32879
Region VI (Western Visayas),Iloilo,PH063000000,471043
Region VI (Western Visayas),Iloilo,PH063000000,65652
Region VI (Western Visayas),Iloilo,PH063000000,77234
Region VI (Western Visayas),Iloilo,PH063000000,35154
Region VI (Western Visayas),Iloilo,PH063000000,33983
Region VI (Western Visayas),Iloilo,PH063000000,51511
Region VI (Western Visayas),Iloilo,PH063000000,38246
Region VI (Western Visayas),Iloilo,PH063000000,69611
Region VI (Western Visayas),Iloilo,PH063000000,24997
Region VI (Western Visayas),Iloilo,PH063000000,23971
Region VI (Western Visayas),Iloilo,PH063000000,94477
Region VI (Western Visayas),Iloilo,PH063000000,82746
Region VI (Western Visayas),Iloilo,PH063000000,68901
Region VI (Western Visayas),Iloilo,PH063000000,78119
Region VI (Western Visayas),Iloilo,PH063000000,43708
Region VI (Western Visayas),Iloilo,PH063000000,34911
Region VI (Western Visayas),Iloilo,PH063000000,53311
Region VI (Western Visayas),Iloilo,PH063000000,30055
Region VI (Western Visayas),Iloilo,PH063000000,18268
Region VI (Western Visayas),Iloilo,PH063000000,64185
Region VI (Western Visayas),Iloilo,PH063000000,57887
Region VI (Western Visayas),Iloilo,PH063000000,65725
Region VI (Western Visayas),Iloilo,PH063000000,23034
Region VI (Western Visayas),Iloilo,PH063000000,27180
Region VI (Western Visayas),Negros Occidental,PH064500000,603286
Region VI (Western Visayas),Negros Occidental,PH064500000,175879
Region VI (Western Visayas),Negros Occidental,PH064500000,68451
Region VI (Western Visayas),Negros Occidental,PH064500000,157438
Region VI (Western Visayas),Negros Occidental,PH064500000,81989
Region VI (Western Visayas),Negros Occidental,PH064500000,22171
Region VI (Western Visayas),Negros Occidental,PH064500000,105601
Region VI (Western Visayas),Negros Occidental,PH064500000,65301
Region VI (Western Visayas),Negros Occidental,PH064500000,96840
Region VI (Western Visayas),Negros Occidental,PH064500000,108855
Region VI (Western Visayas),Negros Occidental,PH064500000,87756
Region VI (Western Visayas),Negros Occidental,PH064500000,58003
Region VI (Western Visayas),Negros Occidental,PH064500000,59340
Region VI (Western Visayas),Negros Occidental,PH064500000,63663
Region VI (Western Visayas),Negros Occidental,PH064500000,193314
Region VI (Western Visayas),Negros Occidental,PH064500000,65692
Region VI (Western Visayas),Negros Occidental,PH064500000,77373
Region VI (Western Visayas),Negros Occidental,PH064500000,56027
Region VI (Western Visayas),Negros Occidental,PH064500000,42783
Region VI (Western Visayas),Negros Occidental,PH064500000,86013
Region VI (Western Visayas),Negros Occidental,PH064500000,54927
Region VI (Western Visayas),Negros Occidental,PH064500000,29685
Region VI (Western Visayas),Negros Occidental,PH064500000,149187
Region VI (Western Visayas),Negros Occidental,PH064500000,134689
Region VI (Western Visayas),Negros Occidental,PH064500000,24482
Region VI (Western Visayas),Negros Occidental,PH064500000,130606
Region VI (Western Visayas),Negros Occidental,PH064500000,71491
Region VI (Western Visayas),Negros Occidental,PH064500000,105040
Region VI (Western Visayas),Negros Occidental,PH064500000,42861
Region VI (Western Visayas),Negros Occidental,PH064500000,38577
Region VI (Western Visayas),Negros Occidental,PH064500000,89787
Region VI (Western Visayas),Negros Occidental,PH064500000,27282
Region VI (Western Visayas),Guimaras,PH067900000,53761
Region VI (Western Visayas),Guimaras,PH067900000,37332
Region VI (Western Visayas),Guimaras,PH067900000,41395
Region VI (Western Visayas),Guimaras,PH067900000,27992
Region VI (Western Visayas),Guimaras,PH067900000,24694
Region VII (Central Visayas),Bohol,PH071200000,11022
Region VII (Central Visayas),Bohol,PH071200000,24471
Region VII (Central Visayas),Bohol,PH071200000,16547
Region VII (Central Visayas),Bohol,PH071200000,14499
Region VII (Central Visayas),Bohol,PH071200000,22173
Region VII (Central Visayas),Bohol,PH071200000,18483
Region VII (Central Visayas),Bohol,PH071200000,13090
Region VII (Central Visayas),Bohol,PH071200000,17963
Region VII (Central Visayas),Bohol,PH071200000,27433
Region VII (Central Visayas),Bohol,PH071200000,31404
Region VII (Central Visayas),Bohol,PH071200000,29799
Region VII (Central Visayas),Bohol,PH071200000,48431
Region VII (Central Visayas),Bohol,PH071200000,22791
Region VII (Central Visayas),Bohol,PH071200000,20405
Region VII (Central Visayas),Bohol,PH071200000,9106
Region VII (Central Visayas),Bohol,PH071200000,18297
Region VII (Central Visayas),Bohol,PH071200000,19375
Region VII (Central Visayas),Bohol,PH071200000,17982
Region VII (Central Visayas),Bohol,PH071200000,50886
Region VII (Central Visayas),Bohol,PH071200000,14438
Region VII (Central Visayas),Bohol,PH071200000,18098
Region VII (Central Visayas),Bohol,PH071200000,25085
Region VII (Central Visayas),Bohol,PH071200000,32873
Region VII (Central Visayas),Bohol,PH071200000,47893
Region VII (Central Visayas),Bohol,PH071200000,34906
Region VII (Central Visayas),Bohol,PH071200000,33528
Region VII (Central Visayas),Bohol,PH071200000,12462
Region VII (Central Visayas),Bohol,PH071200000,17016
Region VII (Central Visayas),Bohol,PH071200000,16075
Region VII (Central Visayas),Bohol,PH071200000,43208
Region VII (Central Visayas),Bohol,PH071200000,27311
Region VII (Central Visayas),Bohol,PH071200000,20835
Region VII (Central Visayas),Bohol,PH071200000,38859
Region VII (Central Visayas),Bohol,PH071200000,27532
Region VII (Central Visayas),Bohol,PH071200000,23407
Region VII (Central Visayas),Bohol,PH071200000,24162
Region VII (Central Visayas),Bohol,PH071200000,8789
Region VII (Central Visayas),Bohol,PH071200000,24558
Region VII (Central Visayas),Bohol,PH071200000,10825
Region VII (Central Visayas),Bohol,PH071200000,24780
Region VII (Central Visayas),Bohol,PH071200000,6994
Region VII (Central Visayas),Bohol,PH071200000,111607
Region VII (Central Visayas),Bohol,PH071200000,71433
Region VII (Central Visayas),Bohol,PH071200000,34486
Region VII (Central Visayas),Bohol,PH071200000,46639
Region VII (Central Visayas),Bohol,PH071200000,77753
Region VII (Central Visayas),Bohol,PH071200000,27265
Region VII (Central Visayas),Bohol,PH071200000,28133
Region VII (Central Visayas),Cebu,PH072200000,16774
Region VII (Central Visayas),Cebu,PH072200000,19293
Region VII (Central Visayas),Cebu,PH072200000,24425
Region VII (Central Visayas),Cebu,PH072200000,36783
Region VII (Central Visayas),Cebu,PH072200000,74689
Region VII (Central Visayas),Cebu,PH072200000,50578
Region VII (Central Visayas),Cebu,PH072200000,39790
Region VII (Central Visayas),Cebu,PH072200000,104948
Region VII (Central Visayas),Cebu,PH072200000,83037
Region VII (Central Visayas),Cebu,PH072200000,82335
Region VII (Central Visayas),Cebu,PH072200000,86370
Region VII (Central Visayas),Cebu,PH072200000,17619
Region VII (Central Visayas),Cebu,PH072200000,39505
Region VII (Central Visayas),Cebu,PH072200000,132032
Region VII (Central Visayas),Cebu,PH072200000,58272
Region VII (Central Visayas),Cebu,PH072200000,32517
Region VII (Central Visayas),Cebu,PH072200000,971295
Region VII (Central Visayas),Cebu,PH072200000,52888
Region VII (Central Visayas),Cebu,PH072200000,157349
Region VII (Central Visayas),Cebu,PH072200000,69032
Region VII (Central Visayas),Cebu,PH072200000,94118
Region VII (Central Visayas),Cebu,PH072200000,71489
Region VII (Central Visayas),Cebu,PH072200000,154292
Region VII (Central Visayas),Cebu,PH072200000,55569
Region VII (Central Visayas),Cebu,PH072200000,16435
Region VII (Central Visayas),Cebu,PH072200000,464375
Region VII (Central Visayas),Cebu,PH072200000,135789
Region VII (Central Visayas),Cebu,PH072200000,37676
Region VII (Central Visayas),Cebu,PH072200000,20232
Region VII (Central Visayas),Cebu,PH072200000,390962
Region VII (Central Visayas),Cebu,PH072200000,60570
Region VII (Central Visayas),Cebu,PH072200000,150691
Region VII (Central Visayas),Cebu,PH072200000,34631
Region VII (Central Visayas),Cebu,PH072200000,130351
Region VII (Central Visayas),Cebu,PH072200000,29434
Region VII (Central Visayas),Cebu,PH072200000,11646
Region VII (Central Visayas),Cebu,PH072200000,74130
Region VII (Central Visayas),Cebu,PH072200000,26834
Region VII (Central Visayas),Cebu,PH072200000,22100
Region VII (Central Visayas),Cebu,PH072200000,23178
Region VII (Central Visayas),Cebu,PH072200000,71028
Region VII (Central Visayas),Cebu,PH072200000,63447
Region VII (Central Visayas),Cebu,PH072200000,63769
Region VII (Central Visayas),Cebu,PH072200000,29711
Region VII (Central Visayas),Cebu,PH072200000,19600
Region VII (Central Visayas),Cebu,PH072200000,52682
Region VII (Central Visayas),Cebu,PH072200000,39756
Region VII (Central Visayas),Cebu,PH072200000,45440
Region VII (Central Visayas),Cebu,PH072200000,29104
Region VII (Central Visayas),Cebu,PH072200000,253075
Region VII (Central Visayas),Cebu,PH072200000,182142
Region VII (Central Visayas),Cebu,PH072200000,68635
Region VII (Central Visayas),Cebu,PH072200000,12785
Region VII (Central Visayas),Negros Oriental,PH074600000,24476
Region VII (Central Visayas),Negros Oriental,PH074600000,47021
Region VII (Central Visayas),Negros Oriental,PH074600000,40089
Region VII (Central Visayas),Negros Oriental,PH074600000,77840
Region VII (Central Visayas),Negros Oriental,PH074600000,27585
Region VII (Central Visayas),Negros Oriental,PH074600000,120514
Region VII (Central Visayas),Negros Oriental,PH074600000,40520
Region VII (Central Visayas),Negros Oriental,PH074600000,57113
Region VII (Central Visayas),Negros Oriental,PH074600000,29727
Region VII (Central Visayas),Negros Oriental,PH074600000,138866
Region VII (Central Visayas),Negros Oriental,PH074600000,97467
Region VII (Central Visayas),Negros Oriental,PH074600000,32107
Region VII (Central Visayas),Negros Oriental,PH074600000,39211
Region VII (Central Visayas),Negros Oriental,PH074600000,81651
Region VII (Central Visayas),Negros Oriental,PH074600000,43114
Region VII (Central Visayas),Negros Oriental,PH074600000,39405
Region VII (Central Visayas),Negros Oriental,PH074600000,21243
Region VII (Central Visayas),Negros Oriental,PH074600000,77402
Region VII (Central Visayas),Negros Oriental,PH074600000,80240
Region VII (Central Visayas),Negros Oriental,PH074600000,66477
Region VII (Central Visayas),Negros Oriental,PH074600000,81781
Region VII (Central Visayas),Negros Oriental,PH074600000,36226
Region VII (Central Visayas),Negros Oriental,PH074600000,37486
Region VII (Central Visayas),Negros Oriental,PH074600000,39203
Region VII (Central Visayas),Negros Oriental,PH074600000,29510
Region VII (Central Visayas),Siquijor,PH076100000,6232
Region VII (Central Visayas),Siquijor,PH076100000,14669
Region VII (Central Visayas),Siquijor,PH076100000,20976
Region VII (Central Visayas),Siquijor,PH076100000,14167
Region VII (Central Visayas),Siquijor,PH076100000,16113
Region VII (Central Visayas),Siquijor,PH076100000,28300
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,16774
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,15360
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,11182
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,73701
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,22099
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,47794
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,17035
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,14526
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,58883
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,9017
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,8320
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,13814
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,21052
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,6030
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,15787
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,6767
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,38053
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,15618
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,25073
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,15143
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,15436
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,15464
Region VIII (Eastern Visayas),Eastern Samar,PH082600000,20567
Region VIII (Eastern Visayas),Leyte,PH083700000,61163
Region VIII (Eastern Visayas),Leyte,PH083700000,64203
Region VIII (Eastern Visayas),Leyte,PH083700000,51834
Region VIII (Eastern Visayas),Leyte,PH083700000,29678
Region VIII (Eastern Visayas),Leyte,PH083700000,34999
Region VIII (Eastern Visayas),Leyte,PH083700000,40607
Region VIII (Eastern Visayas),Leyte,PH083700000,114541
Region VIII (Eastern Visayas),Leyte,PH083700000,55937
Region VIII (Eastern Visayas),Leyte,PH083700000,32405
Region VIII (Eastern Visayas),Leyte,PH083700000,37125
Region VIII (Eastern Visayas),Leyte,PH083700000,54599
Region VIII (Eastern Visayas),Leyte,PH083700000,38470
Region VIII (Eastern Visayas),Leyte,PH083700000,52493
Region VIII (Eastern Visayas),Leyte,PH083700000,69460
Region VIII (Eastern Visayas),Leyte,PH083700000,21377
Region VIII (Eastern Visayas),Leyte,PH083700000,20910
Region VIII (Eastern Visayas),Leyte,PH083700000,49629
Region VIII (Eastern Visayas),Leyte,PH083700000,46306
Region VIII (Eastern Visayas),Leyte,PH083700000,26535
Region VIII (Eastern Visayas),Leyte,PH083700000,16816
Region VIII (Eastern Visayas),Leyte,PH083700000,65132
Region VIII (Eastern Visayas),Leyte,PH083700000,20584
Region VIII (Eastern Visayas),Leyte,PH083700000,43265
Region VIII (Eastern Visayas),Leyte,PH083700000,23541
Region VIII (Eastern Visayas),Leyte,PH083700000,28658
Region VIII (Eastern Visayas),Leyte,PH083700000,19418
Region VIII (Eastern Visayas),Leyte,PH083700000,34698
Region VIII (Eastern Visayas),Leyte,PH083700000,19598
Region VIII (Eastern Visayas),Leyte,PH083700000,32160
Region VIII (Eastern Visayas),Leyte,PH083700000,237041
Region VIII (Eastern Visayas),Leyte,PH083700000,76717
Region VIII (Eastern Visayas),Leyte,PH083700000,61289
Region VIII (Eastern Visayas),Leyte,PH083700000,19127
Region VIII (Eastern Visayas),Leyte,PH083700000,34399
Region VIII (Eastern Visayas),Leyte,PH083700000,21073
Region VIII (Eastern Visayas),Leyte,PH083700000,23434
Region VIII (Eastern Visayas),Leyte,PH083700000,36005
Region VIII (Eastern Visayas),Leyte,PH083700000,12497
Region VIII (Eastern Visayas),Leyte,PH083700000,260180
Region VIII (Eastern Visayas),Leyte,PH083700000,59297
Region VIII (Eastern Visayas),Leyte,PH083700000,24009
Region VIII (Eastern Visayas),Leyte,PH083700000,8633
Region VIII (Eastern Visayas),Leyte,PH083700000,44427
Region VIII (Eastern Visayas),Northern Samar,PH084800000,26809
Region VIII (Eastern Visayas),Northern Samar,PH084800000,12365
Region VIII (Eastern Visayas),Northern Samar,PH084800000,26139
Region VIII (Eastern Visayas),Northern Samar,PH084800000,13014
Region VIII (Eastern Visayas),Northern Samar,PH084800000,102053
Region VIII (Eastern Visayas),Northern Samar,PH084800000,33999
Region VIII (Eastern Visayas),Northern Samar,PH084800000,24218
Region VIII (Eastern Visayas),Northern Samar,PH084800000,63702
Region VIII (Eastern Visayas),Northern Samar,PH084800000,14132
Region VIII (Eastern Visayas),Northern Samar,PH084800000,39067
Region VIII (Eastern Visayas),Northern Samar,PH084800000,29612
Region VIII (Eastern Visayas),Northern Samar,PH084800000,15483
Region VIII (Eastern Visayas),Northern Samar,PH084800000,41601
Region VIII (Eastern Visayas),Northern Samar,PH084800000,35218
Region VIII (Eastern Visayas),Northern Samar,PH084800000,34547
Region VIII (Eastern Visayas),Northern Samar,PH084800000,10806
Region VIII (Eastern Visayas),Northern Samar,PH084800000,9304
Region VIII (Eastern Visayas),Northern Samar,PH084800000,27932
Region VIII (Eastern Visayas),Northern Samar,PH084800000,18795
Region VIII (Eastern Visayas),Northern Samar,PH084800000,34677
Region VIII (Eastern Visayas),Northern Samar,PH084800000,8139
Region VIII (Eastern Visayas),Northern Samar,PH084800000,16057
Region VIII (Eastern Visayas),Northern Samar,PH084800000,15481
Region VIII (Eastern Visayas),Northern Samar,PH084800000,15616
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,9135
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,59801
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,192056
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,24180
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,112073
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,43919
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,36410
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,14493
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,19331
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,18624
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,7722
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,15497
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,20105
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,8967
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,8277
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,27432
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,44519
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,13145
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,8238
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,25539
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,29815
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,31298
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,16652
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,8994
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,17754
Region VIII (Eastern Visayas),Samar (Western Samar),PH086000000,8119
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,8472
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,29705
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,31520
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,12669
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,15978
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,25128
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,89816
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,27078
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,23817
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,11650
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,10388
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,31794
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,14278
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,15635
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,10901
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,13228
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,48620
Region VIII (Eastern Visayas),Southern Leyte,PH086400000,17397
