Region,Province,RegCode_New,ProvCode_New,Disability,Sex,Status,id,Household Population 5 Years Old and Over with Functional Difficulty,Age: 5-19,Age: 20-34,Age: 35–54,Age: 55-80+
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),COTABATO CITY (NOT A PROVINCE),PH150000000,PH1999900000,Visual Disability,Female,Mild,PH129800000,3017,53,107,945,1912
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),COTABATO CITY (NOT A PROVINCE),PH150000000,PH1999900000,Visual Disability,Female,Moderate,PH129800000,162,5,4,34,119
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),COTABATO CITY (NOT A PROVINCE),PH150000000,PH1999900000,Visual Disability,Female,Severe,PH129800000,36,11,8,6,11
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),COTABATO CITY (NOT A PROVINCE),PH150000000,PH1999900000,Visual Disability,Male,All,PH129800000,2835,58,117,903,1757
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),COTABATO CITY (NOT A PROVINCE),PH150000000,PH1999900000,Visual Disability,Male,Mild,PH129800000,2681,41,101,871,1668
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),COTABATO CITY (NOT A PROVINCE),PH150000000,PH1999900000,Visual Disability,Male,Moderate,PH129800000,117,4,6,27,80
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),COTABATO CITY (NOT A PROVINCE),PH150000000,PH1999900000,Visual Disability,Male,Severe,PH129800000,37,13,10,5,9
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,All,PH153600000,27335,1838,1500,7723,16274
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Mild,PH153600000,24980,1544,1341,7413,14682
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Moderate,PH153600000,1962,169,99,259,1435
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Both Sexes,Severe,PH153600000,393,125,60,51,157
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,All,PH153600000,14027,870,741,3894,8522
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Mild,PH153600000,12793,743,662,3753,7635
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Moderate,PH153600000,1021,59,45,119,798
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Female,Severe,PH153600000,213,68,34,22,89
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,All,PH153600000,13308,968,759,3829,7752
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Mild,PH153600000,12187,801,679,3660,7047
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Moderate,PH153600000,941,110,54,140,637
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Cognitive Disability,Male,Severe,PH153600000,180,57,26,29,68
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,All,PH153600000,15480,2989,1853,3106,7532
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Mild,PH153600000,11719,1728,1012,2492,6487
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Moderate,PH153600000,2236,652,390,356,838
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Both Sexes,Severe,PH153600000,1525,609,451,258,207
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,All,PH153600000,7914,1452,914,1512,4036
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Mild,PH153600000,5726,825,385,1078,3438
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Moderate,PH153600000,1278,316,229,258,475
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Female,Severe,PH153600000,910,311,300,176,123
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,All,PH153600000,7566,1537,939,1594,3496
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Mild,PH153600000,5993,903,627,1414,3049
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Moderate,PH153600000,958,336,161,98,363
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Communication Disability,Male,Severe,PH153600000,615,298,151,82,84
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,All,PH153600000,31475,1042,1388,7764,21281
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Mild,PH153600000,29056,845,1232,7494,19485
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Moderate,PH153600000,2077,105,88,224,1660
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Both Sexes,Severe,PH153600000,342,92,68,46,136
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,All,PH153600000,15677,470,641,3651,10915
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Mild,PH153600000,14439,384,578,3539,9938
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Moderate,PH153600000,1081,43,31,95,912
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Female,Severe,PH153600000,157,43,32,17,65
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,All,PH153600000,15798,572,747,4113,10366
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Mild,PH153600000,14617,461,654,3955,9547
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Moderate,PH153600000,996,62,57,129,748
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Hearing Disability,Male,Severe,PH153600000,185,49,36,29,71
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,All,PH153600000,30461,1137,1275,7919,20130
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Mild,PH153600000,27493,871,1066,7489,18067
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Moderate,PH153600000,2435,152,131,351,1801
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Both Sexes,Severe,PH153600000,533,114,78,79,262
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,All,PH153600000,15443,529,580,3824,10510
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Mild,PH153600000,13896,415,482,3623,9376
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Moderate,PH153600000,1280,64,65,168,983
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Female,Severe,PH153600000,267,50,33,33,151
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,All,PH153600000,15018,608,695,4095,9620
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Mild,PH153600000,13597,456,584,3866,8691
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Moderate,PH153600000,1155,88,66,183,818
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Mobility Disability,Male,Severe,PH153600000,266,64,45,46,111
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,All,PH153600000,20571,5427,1164,3484,10496
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Mild,PH153600000,17130,4024,970,3142,8994
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Moderate,PH153600000,2042,580,99,206,1157
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Both Sexes,Severe,PH153600000,1399,823,95,136,345
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,All,PH153600000,10437,2621,586,1631,5599
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Mild,PH153600000,8727,1983,497,1490,4757
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Moderate,PH153600000,1049,256,49,102,642
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Female,Severe,PH153600000,661,382,40,39,200
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,All,PH153600000,10134,2806,578,1853,4897
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Mild,PH153600000,8403,2041,473,1652,4237
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Moderate,PH153600000,993,324,50,104,515
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Self-Care Disability,Male,Severe,PH153600000,738,441,55,97,145
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,All,PH153600000,67216,1973,3752,25103,36388
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Mild,PH153600000,62497,1421,3233,24283,33560
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Moderate,PH153600000,3517,156,167,590,2604
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Both Sexes,Severe,PH153600000,1202,396,352,230,224
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,All,PH153600000,33783,947,1981,12451,18404
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Mild,PH153600000,31323,710,1710,12063,16840
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Moderate,PH153600000,1861,63,74,267,1457
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Female,Severe,PH153600000,599,174,197,121,107
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,All,PH153600000,33433,1026,1771,12652,17984
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Mild,PH153600000,31174,711,1523,12220,16720
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Moderate,PH153600000,1656,93,93,323,1147
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),LANAO DEL SUR,PH150000000,PH1903600000,Visual Disability,Male,Severe,PH153600000,603,222,155,109,117
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Cognitive Disability,Both Sexes,All,PH153800000,10660,846,597,2462,6755
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Cognitive Disability,Both Sexes,Mild,PH153800000,9652,679,535,2343,6095
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Cognitive Disability,Both Sexes,Moderate,PH153800000,837,107,34,100,596
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Cognitive Disability,Both Sexes,Severe,PH153800000,171,60,28,19,64
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Cognitive Disability,Female,All,PH153800000,5475,378,264,1226,3607
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Cognitive Disability,Female,Mild,PH153800000,4938,314,237,1174,3213
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Cognitive Disability,Female,Moderate,PH153800000,437,36,9,43,349
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Cognitive Disability,Female,Severe,PH153800000,100,28,18,9,45
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Cognitive Disability,Male,All,PH153800000,5185,468,333,1236,3148
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Cognitive Disability,Male,Mild,PH153800000,4714,365,298,1169,2882
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Cognitive Disability,Male,Moderate,PH153800000,400,71,25,57,247
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Cognitive Disability,Male,Severe,PH153800000,71,32,10,10,19
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Communication Disability,Both Sexes,All,PH153800000,8160,1379,1016,1749,4016
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Communication Disability,Both Sexes,Mild,PH153800000,6226,766,550,1408,3502
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Communication Disability,Both Sexes,Moderate,PH153800000,1124,313,202,201,408
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Communication Disability,Both Sexes,Severe,PH153800000,810,300,264,140,106
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Communication Disability,Female,All,PH153800000,4187,651,494,854,2188
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Communication Disability,Female,Mild,PH153800000,3044,357,196,604,1887
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Communication Disability,Female,Moderate,PH153800000,658,151,117,157,233
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Communication Disability,Female,Severe,PH153800000,485,143,181,93,68
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Communication Disability,Male,All,PH153800000,3973,728,522,895,1828
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Communication Disability,Male,Mild,PH153800000,3182,409,354,804,1615
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Communication Disability,Male,Moderate,PH153800000,466,162,85,44,175
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Communication Disability,Male,Severe,PH153800000,325,157,83,47,38
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Hearing Disability,Both Sexes,All,PH153800000,14416,533,648,3231,10004
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Hearing Disability,Both Sexes,Mild,PH153800000,13438,413,570,3133,9322
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Hearing Disability,Both Sexes,Moderate,PH153800000,839,74,36,75,654
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Hearing Disability,Both Sexes,Severe,PH153800000,139,46,42,23,28
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Hearing Disability,Female,All,PH153800000,7276,238,306,1538,5194
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Hearing Disability,Female,Mild,PH153800000,6774,190,271,1497,4816
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Hearing Disability,Female,Moderate,PH153800000,440,27,16,34,363
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Hearing Disability,Female,Severe,PH153800000,62,21,19,7,15
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Hearing Disability,Male,All,PH153800000,7140,295,342,1693,4810
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Hearing Disability,Male,Mild,PH153800000,6664,223,299,1636,4506
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Hearing Disability,Male,Moderate,PH153800000,399,47,20,41,291
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Hearing Disability,Male,Severe,PH153800000,77,25,23,16,13
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Mobility Disability,Both Sexes,All,PH153800000,14807,633,599,3389,10186
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Mobility Disability,Both Sexes,Mild,PH153800000,13344,486,483,3175,9200
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Mobility Disability,Both Sexes,Moderate,PH153800000,1211,90,71,175,875
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Mobility Disability,Both Sexes,Severe,PH153800000,252,57,45,39,111
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Mobility Disability,Female,All,PH153800000,7586,279,251,1635,5421
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Mobility Disability,Female,Mild,PH153800000,6839,220,198,1534,4887
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Mobility Disability,Female,Moderate,PH153800000,621,37,31,86,467
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Mobility Disability,Female,Severe,PH153800000,126,22,22,15,67
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Mobility Disability,Male,All,PH153800000,7221,354,348,1754,4765
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Mobility Disability,Male,Mild,PH153800000,6505,266,285,1641,4313
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Mobility Disability,Male,Moderate,PH153800000,590,53,40,89,408
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Mobility Disability,Male,Severe,PH153800000,126,35,23,24,44
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Self-Care Disability,Both Sexes,All,PH153800000,10102,2470,612,1774,5246
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Self-Care Disability,Both Sexes,Mild,PH153800000,8281,1638,514,1586,4543
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Self-Care Disability,Both Sexes,Moderate,PH153800000,1002,320,43,109,530
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Self-Care Disability,Both Sexes,Severe,PH153800000,819,512,55,79,173
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Self-Care Disability,Female,All,PH153800000,5077,1141,282,836,2818
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Self-Care Disability,Female,Mild,PH153800000,4211,771,241,767,2432
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Self-Care Disability,Female,Moderate,PH153800000,493,139,14,50,290
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Self-Care Disability,Female,Severe,PH153800000,373,231,27,19,96
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Self-Care Disability,Male,All,PH153800000,5025,1329,330,938,2428
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Self-Care Disability,Male,Mild,PH153800000,4070,867,273,819,2111
BANGSAMORO AUTONOMOUS REGION IN MUSLIM MINDANAO (BARMM),MAGUINDANAO,PH150000000,PH1903800000,Self-Care Disability,Male,Moderate,PH153800000,509,181,29,59,240
