Region,Province,RegCode_New,ProvCode_New,Disability,Sex,Status,id,Household Population 5 Years Old and Over with Functional Difficulty,Age: 5-19,Age: 20-34,Age: 35–54,Age: 55-80+
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Mobility Disability,Male,All,PH061900000,8185,320,430,1621,5814
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Mobility Disability,Male,Mild,PH061900000,6384,170,274,1246,4694
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Mobility Disability,Male,Moderate,PH061900000,1236,59,88,275,814
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Mobility Disability,Male,Severe,PH061900000,565,91,68,100,306
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Self-Care Disability,Both Sexes,All,PH061900000,6455,756,520,737,4442
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Self-Care Disability,Both Sexes,Mild,PH061900000,4073,395,266,440,2972
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Self-Care Disability,Both Sexes,Moderate,PH061900000,1104,136,91,146,731
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Self-Care Disability,Both Sexes,Severe,PH061900000,1278,225,163,151,739
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Self-Care Disability,Female,All,PH061900000,3634,350,228,308,2748
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Self-Care Disability,Female,Mild,PH061900000,2321,182,112,186,1841
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Self-Care Disability,Female,Moderate,PH061900000,630,67,45,59,459
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Self-Care Disability,Female,Severe,PH061900000,683,101,71,63,448
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Self-Care Disability,Male,All,PH061900000,2821,406,292,429,1694
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Self-Care Disability,Male,Mild,PH061900000,1752,213,154,254,1131
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Self-Care Disability,Male,Moderate,PH061900000,474,69,46,87,272
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Self-Care Disability,Male,Severe,PH061900000,595,124,92,88,291
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Visual Disability,Both Sexes,All,PH061900000,57861,955,2179,15274,39453
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Visual Disability,Both Sexes,Mild,PH061900000,53629,780,1963,14678,36208
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Visual Disability,Both Sexes,Moderate,PH061900000,3563,118,155,498,2792
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Visual Disability,Both Sexes,Severe,PH061900000,669,57,61,98,453
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Visual Disability,Female,All,PH061900000,33789,499,1332,8374,23584
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Visual Disability,Female,Mild,PH061900000,31205,432,1213,8075,21485
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Visual Disability,Female,Moderate,PH061900000,2191,49,82,264,1796
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Visual Disability,Female,Severe,PH061900000,393,18,37,35,303
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Visual Disability,Male,All,PH061900000,24072,456,847,6900,15869
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Visual Disability,Male,Mild,PH061900000,22424,348,750,6603,14723
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Visual Disability,Male,Moderate,PH061900000,1372,69,73,234,996
Region VI (Western Visayas),CAPIZ,PH060000000,PH0601900000,Visual Disability,Male,Severe,PH061900000,276,39,24,63,150
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Cognitive Disability,Both Sexes,All,PH067900000,3192,137,228,645,2182
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Cognitive Disability,Both Sexes,Mild,PH067900000,2654,71,151,557,1875
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Cognitive Disability,Both Sexes,Moderate,PH067900000,389,37,52,65,235
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Cognitive Disability,Both Sexes,Severe,PH067900000,149,29,25,23,72
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Cognitive Disability,Female,All,PH067900000,1871,62,116,354,1339
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Cognitive Disability,Female,Mild,PH067900000,1576,30,85,322,1139
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Cognitive Disability,Female,Moderate,PH067900000,215,17,21,25,152
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Cognitive Disability,Female,Severe,PH067900000,80,15,10,7,48
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Cognitive Disability,Male,All,PH067900000,1321,75,112,291,843
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Cognitive Disability,Male,Mild,PH067900000,1078,41,66,235,736
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Cognitive Disability,Male,Moderate,PH067900000,174,20,31,40,83
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Cognitive Disability,Male,Severe,PH067900000,69,14,15,16,24
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Communication Disability,Both Sexes,All,PH067900000,1289,219,227,259,584
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Communication Disability,Both Sexes,Mild,PH067900000,700,83,97,136,384
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Communication Disability,Both Sexes,Moderate,PH067900000,310,57,63,73,117
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Communication Disability,Both Sexes,Severe,PH067900000,279,79,67,50,83
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Communication Disability,Female,All,PH067900000,627,95,91,119,322
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Communication Disability,Female,Mild,PH067900000,338,32,38,59,209
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Communication Disability,Female,Moderate,PH067900000,157,30,28,34,65
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Communication Disability,Female,Severe,PH067900000,132,33,25,26,48
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Communication Disability,Male,All,PH067900000,662,124,136,140,262
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Communication Disability,Male,Mild,PH067900000,362,51,59,77,175
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Communication Disability,Male,Moderate,PH067900000,153,27,35,39,52
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Communication Disability,Male,Severe,PH067900000,147,46,42,24,35
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Hearing Disability,Both Sexes,All,PH067900000,3150,114,142,365,2529
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Hearing Disability,Both Sexes,Mild,PH067900000,2686,72,95,316,2203
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Hearing Disability,Both Sexes,Moderate,PH067900000,348,19,20,33,276
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Hearing Disability,Both Sexes,Severe,PH067900000,116,23,27,16,50
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Hearing Disability,Female,All,PH067900000,1679,45,62,174,1398
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Hearing Disability,Female,Mild,PH067900000,1451,31,44,155,1221
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Hearing Disability,Female,Moderate,PH067900000,170,7,5,13,145
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Hearing Disability,Female,Severe,PH067900000,58,7,13,6,32
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Hearing Disability,Male,All,PH067900000,1471,69,80,191,1131
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Hearing Disability,Male,Mild,PH067900000,1235,41,51,161,982
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Hearing Disability,Male,Moderate,PH067900000,178,12,15,20,131
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Hearing Disability,Male,Severe,PH067900000,58,16,14,10,18
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Mobility Disability,Both Sexes,All,PH067900000,3557,120,165,467,2805
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Mobility Disability,Both Sexes,Mild,PH067900000,2643,50,102,339,2152
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Mobility Disability,Both Sexes,Moderate,PH067900000,566,23,38,79,426
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Mobility Disability,Both Sexes,Severe,PH067900000,348,47,25,49,227
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Mobility Disability,Female,All,PH067900000,1884,48,62,165,1609
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Mobility Disability,Female,Mild,PH067900000,1403,13,39,128,1223
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Mobility Disability,Female,Moderate,PH067900000,293,11,13,23,246
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Mobility Disability,Female,Severe,PH067900000,188,24,10,14,140
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Mobility Disability,Male,All,PH067900000,1673,72,103,302,1196
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Mobility Disability,Male,Mild,PH067900000,1240,37,63,211,929
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Mobility Disability,Male,Moderate,PH067900000,273,12,25,56,180
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Mobility Disability,Male,Severe,PH067900000,160,23,15,35,87
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Self-Care Disability,Both Sexes,All,PH067900000,1332,168,117,166,881
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Self-Care Disability,Both Sexes,Mild,PH067900000,666,69,55,82,460
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Self-Care Disability,Both Sexes,Moderate,PH067900000,281,37,30,37,177
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Self-Care Disability,Both Sexes,Severe,PH067900000,385,62,32,47,244
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Self-Care Disability,Female,All,PH067900000,697,82,47,60,508
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Self-Care Disability,Female,Mild,PH067900000,347,35,29,32,251
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Self-Care Disability,Female,Moderate,PH067900000,140,16,6,13,105
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Self-Care Disability,Female,Severe,PH067900000,210,31,12,15,152
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Self-Care Disability,Male,All,PH067900000,635,86,70,106,373
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Self-Care Disability,Male,Mild,PH067900000,319,34,26,50,209
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Self-Care Disability,Male,Moderate,PH067900000,141,21,24,24,72
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Self-Care Disability,Male,Severe,PH067900000,175,31,20,32,92
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Visual Disability,Both Sexes,All,PH067900000,9610,206,450,2327,6627
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Visual Disability,Both Sexes,Mild,PH067900000,8520,164,392,2152,5812
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Visual Disability,Both Sexes,Moderate,PH067900000,932,31,46,158,697
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Visual Disability,Both Sexes,Severe,PH067900000,158,11,12,17,118
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Visual Disability,Female,All,PH067900000,5544,110,281,1296,3857
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Visual Disability,Female,Mild,PH067900000,4919,93,251,1212,3363
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Visual Disability,Female,Moderate,PH067900000,533,12,25,79,417
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Visual Disability,Female,Severe,PH067900000,92,5,5,5,77
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Visual Disability,Male,All,PH067900000,4066,96,169,1031,2770
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Visual Disability,Male,Mild,PH067900000,3601,71,141,940,2449
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Visual Disability,Male,Moderate,PH067900000,399,19,21,79,280
Region VI (Western Visayas),GUIMARAS,PH060000000,PH0607900000,Visual Disability,Male,Severe,PH067900000,66,6,7,12,41
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Cognitive Disability,Both Sexes,All,PH063000000,56961,2058,3260,10408,41235
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Cognitive Disability,Both Sexes,Mild,PH063000000,47787,1125,2320,9148,35194
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Cognitive Disability,Both Sexes,Moderate,PH063000000,6968,566,619,895,4888
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Cognitive Disability,Both Sexes,Severe,PH063000000,2206,367,321,365,1153
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Cognitive Disability,Female,All,PH063000000,34743,863,1719,6048,26113
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Cognitive Disability,Female,Mild,PH063000000,29266,473,1319,5411,22063
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Cognitive Disability,Female,Moderate,PH063000000,4220,239,260,454,3267
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Cognitive Disability,Female,Severe,PH063000000,1257,151,140,183,783
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Cognitive Disability,Male,All,PH063000000,22218,1195,1541,4360,15122
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Cognitive Disability,Male,Mild,PH063000000,18521,652,1001,3737,13131
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Cognitive Disability,Male,Moderate,PH063000000,2748,327,359,441,1621
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Cognitive Disability,Male,Severe,PH063000000,949,216,181,182,370
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Communication Disability,Both Sexes,All,PH063000000,20149,2896,2646,3282,11325
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Communication Disability,Both Sexes,Mild,PH063000000,11838,1242,1161,1748,7687
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Communication Disability,Both Sexes,Moderate,PH063000000,4613,793,740,819,2261
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Communication Disability,Both Sexes,Severe,PH063000000,3698,861,745,715,1377
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Communication Disability,Female,All,PH063000000,10632,1187,1187,1449,6809
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Communication Disability,Female,Mild,PH063000000,6353,484,506,726,4637
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Communication Disability,Female,Moderate,PH063000000,2350,323,313,366,1348
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Communication Disability,Female,Severe,PH063000000,1929,380,368,357,824
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Communication Disability,Male,All,PH063000000,9517,1709,1459,1833,4516
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Communication Disability,Male,Mild,PH063000000,5485,758,655,1022,3050
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Communication Disability,Male,Moderate,PH063000000,2263,470,427,453,913
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Communication Disability,Male,Severe,PH063000000,1769,481,377,358,553
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Hearing Disability,Both Sexes,All,PH063000000,58957,1663,2187,7190,47917
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Hearing Disability,Both Sexes,Mild,PH063000000,50006,1068,1559,6171,41208
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Hearing Disability,Both Sexes,Moderate,PH063000000,7219,308,313,708,5890
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Hearing Disability,Both Sexes,Severe,PH063000000,1732,287,315,311,819
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Hearing Disability,Female,All,PH063000000,33202,733,1022,3456,27991
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Hearing Disability,Female,Mild,PH063000000,28194,455,730,2990,24019
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Hearing Disability,Female,Moderate,PH063000000,4088,147,131,305,3505
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Hearing Disability,Female,Severe,PH063000000,920,131,161,161,467
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Hearing Disability,Male,All,PH063000000,25755,930,1165,3734,19926
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Hearing Disability,Male,Mild,PH063000000,21812,613,829,3181,17189
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Hearing Disability,Male,Moderate,PH063000000,3131,161,182,403,2385
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Hearing Disability,Male,Severe,PH063000000,812,156,154,150,352
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Mobility Disability,Both Sexes,All,PH063000000,64160,1808,2238,8806,51308
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Mobility Disability,Both Sexes,Mild,PH063000000,48367,922,1440,6726,39279
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Mobility Disability,Both Sexes,Moderate,PH063000000,10439,369,472,1512,8086
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Mobility Disability,Both Sexes,Severe,PH063000000,5354,517,326,568,3943
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Mobility Disability,Female,All,PH063000000,35388,805,866,3506,30211
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Mobility Disability,Female,Mild,PH063000000,26832,405,554,2775,23098
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Mobility Disability,Female,Moderate,PH063000000,5458,161,169,482,4646
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Mobility Disability,Female,Severe,PH063000000,3098,239,143,249,2467
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Mobility Disability,Male,All,PH063000000,28772,1003,1372,5300,21097
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Mobility Disability,Male,Mild,PH063000000,21535,517,886,3951,16181
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Mobility Disability,Male,Moderate,PH063000000,4981,208,303,1030,3440
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Mobility Disability,Male,Severe,PH063000000,2256,278,183,319,1476
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Self-Care Disability,Both Sexes,All,PH063000000,22245,2297,1528,2460,15960
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Self-Care Disability,Both Sexes,Mild,PH063000000,12108,1136,737,1344,8891
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Self-Care Disability,Both Sexes,Moderate,PH063000000,4279,449,332,517,2981
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Self-Care Disability,Both Sexes,Severe,PH063000000,5858,712,459,599,4088
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Self-Care Disability,Female,All,PH063000000,12531,981,659,1060,9831
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Self-Care Disability,Female,Mild,PH063000000,6824,475,327,580,5442
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Self-Care Disability,Female,Moderate,PH063000000,2344,191,129,206,1818
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Self-Care Disability,Female,Severe,PH063000000,3363,315,203,274,2571
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Self-Care Disability,Male,All,PH063000000,9714,1316,869,1400,6129
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Self-Care Disability,Male,Mild,PH063000000,5284,661,410,764,3449
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Self-Care Disability,Male,Moderate,PH063000000,1935,258,203,311,1163
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Self-Care Disability,Male,Severe,PH063000000,2495,397,256,325,1517
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Visual Disability,Both Sexes,All,PH063000000,184750,4216,10236,51196,119102
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Visual Disability,Both Sexes,Mild,PH063000000,168503,3605,9509,48940,106449
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Visual Disability,Both Sexes,Moderate,PH063000000,13513,426,576,1923,10588
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Visual Disability,Both Sexes,Severe,PH063000000,2734,185,151,333,2065
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Visual Disability,Female,All,PH063000000,109273,2386,6610,29037,71240
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Visual Disability,Female,Mild,PH063000000,99560,2086,6236,27874,63364
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Visual Disability,Female,Moderate,PH063000000,8164,218,313,1009,6624
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Visual Disability,Female,Severe,PH063000000,1549,82,61,154,1252
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Visual Disability,Male,All,PH063000000,75477,1830,3626,22159,47862
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Visual Disability,Male,Mild,PH063000000,68943,1519,3273,21066,43085
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Visual Disability,Male,Moderate,PH063000000,5349,208,263,914,3964
Region VI (Western Visayas),ILOILO,PH060000000,PH0603000000,Visual Disability,Male,Severe,PH063000000,1185,103,90,179,813
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Cognitive Disability,Both Sexes,All,PH064500000,39980,2130,2907,7461,27482
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Cognitive Disability,Both Sexes,Mild,PH064500000,33379,1173,1973,6357,23876
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Cognitive Disability,Both Sexes,Moderate,PH064500000,4821,545,623,788,2865
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Cognitive Disability,Both Sexes,Severe,PH064500000,1780,412,311,316,741
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Cognitive Disability,Female,All,PH064500000,23607,947,1485,4110,17065
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Cognitive Disability,Female,Mild,PH064500000,19916,529,1081,3605,14701
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Cognitive Disability,Female,Moderate,PH064500000,2722,228,265,359,1870
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Cognitive Disability,Female,Severe,PH064500000,969,190,139,146,494
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Cognitive Disability,Male,All,PH064500000,16373,1183,1422,3351,10417
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Cognitive Disability,Male,Mild,PH064500000,13463,644,892,2752,9175
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Cognitive Disability,Male,Moderate,PH064500000,2099,317,358,429,995
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Cognitive Disability,Male,Severe,PH064500000,811,222,172,170,247
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Communication Disability,Both Sexes,All,PH064500000,19278,3544,3262,3642,8830
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Communication Disability,Both Sexes,Mild,PH064500000,11073,1447,1451,1929,6246
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Communication Disability,Both Sexes,Moderate,PH064500000,4295,959,862,915,1559
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Communication Disability,Both Sexes,Severe,PH064500000,3910,1138,949,798,1025
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Communication Disability,Female,All,PH064500000,9907,1619,1475,1638,5175
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Communication Disability,Female,Mild,PH064500000,5622,666,585,733,3638
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Communication Disability,Female,Moderate,PH064500000,2224,420,415,481,908
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Communication Disability,Female,Severe,PH064500000,2061,533,475,424,629
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Communication Disability,Male,All,PH064500000,9371,1925,1787,2004,3655
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Communication Disability,Male,Mild,PH064500000,5451,781,866,1196,2608
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Communication Disability,Male,Moderate,PH064500000,2071,539,447,434,651
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Communication Disability,Male,Severe,PH064500000,1849,605,474,374,396
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Hearing Disability,Both Sexes,All,PH064500000,51579,1536,2105,6423,41515
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Hearing Disability,Both Sexes,Mild,PH064500000,44390,946,1414,5535,36495
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Hearing Disability,Both Sexes,Moderate,PH064500000,5581,293,343,567,4378
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Hearing Disability,Both Sexes,Severe,PH064500000,1608,297,348,321,642
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Hearing Disability,Female,All,PH064500000,28614,736,1007,3135,23736
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Hearing Disability,Female,Mild,PH064500000,24718,458,682,2741,20837
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Hearing Disability,Female,Moderate,PH064500000,3083,133,166,253,2531
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Hearing Disability,Female,Severe,PH064500000,813,145,159,141,368
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Hearing Disability,Male,All,PH064500000,22965,800,1098,3288,17779
Region VI (Western Visayas),NEGROS OCCIDENTAL,PH060000000,PH0604500000,Hearing Disability,Male,Mild,PH064500000,19672,488,732,2794,15658
